"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Piazza Contini, 8 38066";"RIVA DEL GARDA";0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;TNIC84200R
"ISTITUTO COMPRENSIVO LAVIS";"SCUOLA PRIMARIA ""A. FRANK"" ZAMBANA";;"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Piazza SS Filippo e Giacomo, 1 38010";"TERRE D'ADIGE";0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;TNEE825037
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA VILLA AGNEDO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Dei Molini - Agnedo, 36 38059";"CASTEL IVANO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNEE80107V
"ISTITUTO COMPRENSIVO TRENTO 6";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"CHIARA GHETTA";;;"Corso Buonarroti, 50 38122";TRENTO;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;TNIC85800A
"ISTITUTO COMPRENSIVO MORI";"SCUOLA PRIMARIA RONZO CHIENIS";;"A carattere statale/provinciale";"MASSIMILIANO LATINO";;;"Via Del Car, 38 38060";RONZO-CHIENIS;0464/918669;;ic.mori@pec.provincia.tn.it;dir.ic.mori@scuole.provincia.tn.it;segr.ic.mori@scuole.provincia.tn.it;https://www.icmori.it/;TNEE84903Q
"ISTITUTO COMPRENSIVO CAVALESE";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Piazza Verdi, 6 38033";CAVALESE;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNIC809005
"ISTITUTO COMPRENSIVO VIGOLO VATTARO";"SCUOLA PRIMARIA ""A. FOGAZZARO"" VATTARO";;"A carattere statale/provinciale";"GABRIELLA VITALE";;;"Via Venezia - Bosentino, 12/A 38049";"ALTOPIANO DELLA VIGOLANA";0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;TNEE803029
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";"SCUOLA PRIMARIA ""B. ZANETEL"" S.MARTINO DI CASTROZZA";;"A carattere statale/provinciale";"MARIA PRODI";;;"Via Laghetto - San Martino Di Castrozza, 28 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;TNEE81006L
"ISTITUTO COMPRENSIVO CEMBRA";"SCUOLA PRIMARIA ""P. MARCONI"" FAVER";;"A carattere statale/provinciale";"STEFANO CHESINI";;;"Via Campagna - Faver, 1 38030";ALTAVALLE;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNEE82202P
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA FIAVE'";;"A carattere statale/provinciale";"BRUNO GENTILINI";;;"Via De Gasperi,   38075";FIAVE';0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;TNEE83703D
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA TERLAGO";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via Degasperi - Terlago, 5 38070";VALLELAGHI;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE84402G
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA PRIMARIA SUSA'";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Don Sopperra, 61 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;TNEE81503L
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA ZIVIGNAGO";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Dei Spiazzi, 3 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNEE814071
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA ""SAN G. BOSCO"" S.LORENZO IN BANALE";;"A carattere statale/provinciale";"BRUNO GENTILINI";;;"Via di Prato - San Lorenzo, 15/A 38078";"SAN LORENZO DORSINO";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;TNEE83705G
"ISTITUTO COMPRENSIVO TRENTO 6";"SCUOLA PRIMARIA CADINE";;"A carattere statale/provinciale";"CHIARA GHETTA";;;"Via di Coltura, 7 38123";TRENTO;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;TNEE85804G
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA PASSO TONALE";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Nazionale, 12/C 38029";VERMIGLIO;0364/903859;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNEE83207E
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA PRIMARIA MARTER";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via Della Chiesa, 14 38050";"RONCEGNO TERME";0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNEE813086
"ISTITUTO COMPRENSIVO VIGOLO VATTARO";"SCUOLA PRIMARIA ""DON T. SEGNANA"" CENTA SAN NICOLO'";;"A carattere statale/provinciale";"GABRIELLA VITALE";;;"Via Don Rossi - Centa San Nicolo, 4 38049";"ALTOPIANO DELLA VIGOLANA";0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;TNEE80303A
"ISTITUTO COMPRENSIVO CEMBRA";"SCUOLA PRIMARIA ""P. SARTORI"" SOVER";;"A carattere statale/provinciale";"STEFANO CHESINI";;;"Piazza S Lorenzo, 10 38048";SOVER;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNEE822081
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA PRIMARIA MADRANO";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via D Oltrefersina, 149 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;TNEE81504N
"ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. Comenius""";"SCUOLA PRIMARIA CASA SERENA";;"A carattere statale/provinciale";"CARLO ZANETTI";;;"Via Alle Campanelle, 23 38121";TRENTO;0461/982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;TNEE820023
"COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO";"SCUOLA PRIMARIA ARCIVESCOVILE DAME INGLESI ROVERETO";;Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Corso Bettini, 31 38068";ROVERETO;0464/406000;0464/406077;collegioarcivescovile@pec.it;dameinglesi@arcivescoviletrento.it;lia@arcivescoviletrento.it;https://www.arcivescoviletrento.it;TN1E006002
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA PRIMARIA GRUMO";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Marconi, 65 38010";"SAN MICHELE ALL'ADIGE";0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;TNEE82301D
"ISTITUTO COMPRENSIVO ROVERETO EST";"SCUOLA PRIMARIA ""REGINA ELENA"" ROVERETO";;"A carattere statale/provinciale";"MICHELE ROSA";;;"Via Dante, 41 38068";ROVERETO;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;TNEE85302A
"ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. Comenius""";"SCUOLA PRIMARIA ""E. BERNARDI"" COGNOLA";;"A carattere statale/provinciale";"CARLO ZANETTI";;;"Via Ponte Alto, 2/1 38121";TRENTO;0461/982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;TNEE820012
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA PRIMARIA VIGO TON";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Piazza Guardi, 7 38010";TON;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNEE82905L
"ISTITUTO COMPRENSIVO MEZZOCORONA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Fornai, 1 38016";MEZZOCORONA;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;TNIC82300B
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";"SCUOLA PRIMARIA ""O. LUCCHI"" TENNO";;"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Via dei laghi, 47 38060";TENNO;0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;TNEE84202X
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";"SCUOLA PRIMARIA ""G. FEDRIGONI"" VARONE RIVA DEL GARDA";;"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Piazza della Chiesa, 13 38066";"RIVA DEL GARDA";0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;TNEE842031
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA PRIMARIA ""M. PEZZI"" CAMPODENNO";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Via S Maurizio, 3 38010";CAMPODENNO;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNEE82901C
"ISTITUTO COMPRENSIVO RIVA 1";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA BORTOLOTTI";;;"Viale Damiano Chiesa, 10 38066";"RIVA DEL GARDA";0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;TNIC841001
"ISTITUTO COMPRENSIVO ROVERETO NORD";"SCUOLA PRIMARIA ""D. CHIESA"" NORIGLIO";;"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Via Romani,  42/1 38068";ROVERETO;0464/420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;https://www.icroveretonord.it;TNEE85905C
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Roma - Strigno, 14 38059";"CASTEL IVANO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNIC80100E
"ISTITUTO COMPRENSIVO VIGOLO VATTARO";"SCUOLA PRIMARIA VIGOLO VATTARO";;"A carattere statale/provinciale";"GABRIELLA VITALE";;;"Via Garibaldi - Vigolo Vattaro, 8 38049";"ALTOPIANO DELLA VIGOLANA";0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;TNEE803018
"ISTITUTO COMPRENSIVO CAVALESE";"SCUOLA PRIMARIA CARANO";;"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Via Giovanelli, 2 38033";"VILLE DI FIEMME";0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNEE809028
"ISTITUTO COMPRENSIVO LEVICO TERME";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via della Pace, 5 38056";"LEVICO TERME";0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;TNIC81800X
"ISTITUTO COMPRENSIVO CIVEZZANO";"SCUOLA PRIMARIA ALBIANO";;"A carattere statale/provinciale";"VENERA MUNAFO'";;;"Via Manzoni, 4 38041";ALBIANO;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;TNEE817049
"ISTITUTO COMPRENSIVO TRENTO 6";"SCUOLA PRIMARIA ""S. PERTINI"" SOPRAMONTE";;"A carattere statale/provinciale";"CHIARA GHETTA";;;"Via Canelli - Sopramonte, 1 38123";TRENTO;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;TNEE85805L
"ISTITUTO COMPRENSIVO CEMBRA";"SCUOLA PRIMARIA CEMBRA";;"A carattere statale/provinciale";"STEFANO CHESINI";;;"Via dei Ciclamini - Cembra, 1/1 38034";"CEMBRA LISIGNAGO";0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNEE82201N
"ISTITUTO COMPRENSIVO VIGOLO VATTARO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GABRIELLA VITALE";;;"Via Garibaldi - Vigolo Vattaro, 8 38049";"ALTOPIANO DELLA VIGOLANA";0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;TNIC803006
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""";"SCUOLA PRIMARIA CLES";;"A carattere statale/provinciale";"MASSIMO GABURRO";;;"Via Dei Campi Neri, 1 38023";CLES;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;TNEE83101C
"ISTITUTO COMPRENSIVO TAIO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MAURA ZINI";;;"Via Degli Alpini - Taio, 17 38012";PREDAIA;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;TNIC82600V
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA DRO";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Piazza Repubblica,  1 38074";DRO;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE84409V
"ISTITUTO COMPRENSIVO CIVEZZANO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"VENERA MUNAFO'";;;"Via Murialdo, 27 38045";CIVEZZANO;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;TNIC817004
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MASSIMO GABURRO";;;"Via Chini, 31 38023";CLES;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;TNIC83100A
"ISTITUTO COMPRENSIVO VILLA LAGARINA";"SCUOLA PRIMARIA ""R. GALVAGNI"" POMAROLO";;"A carattere statale/provinciale";"TIZIANA CHEMOTTI";;;"Piazzale Colonello Angheben, 5 38060";POMAROLO;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;TNEE846027
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA ""DON L. MILANI"" PERGINE VALSUGANA";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Monte Cristallo, 2 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNEE81402Q
"ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. Comenius""";"SCUOLA PRIMARIA ""R. BELENZANI"" S.VITO";;"A carattere statale/provinciale";"CARLO ZANETTI";;;"Via S Vito, 169 38121";TRENTO;0461/982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;TNEE820045
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA NAVE SAN ROCCO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Piazza S Rocco, 15 38010";"TERRE D'ADIGE";0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNEE82403B
"ISTITUTO COMPRENSIVO CAVALESE";"SCUOLA PRIMARIA CAPRIANA";;"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Piazza Scuole, 1 38030";CAPRIANA;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNEE809017
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA PRIMARIA ""MONS. S. WEBER"" DENNO";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Via Colle Verde, 3 38010";DENNO;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNEE82903E
"ISTITUTO COMPRENSIVO ROVERETO EST";"SCUOLA PRIMARIA ""F. CAVALLIN"" VALLARSA RAOSSI";;"A carattere statale/provinciale";"MICHELE ROSA";;;"Frazione Raossi,   38060";VALLARSA;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;TNEE85306E
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA PRIMARIA CANALE";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Viale delle Nazioni Unite, 44 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;TNEE81502G
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""";"SCUOLA PRIMARIA STORO - LODRONE";;"A carattere statale/provinciale";"ROMEO COLLINI";;;"Via XXIV Maggio, 115 38089";STORO;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;TNEE83806C
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA PRIMARIA ""T. V. GOZZER"" CASTELNUOVO";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Piazza Municipio, 4 38050";CASTELNUOVO;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNEE81301V
"ISTITUTO COMPRENSIVO LEVICO TERME";"SCUOLA PRIMARIA ""C. CHIESA"" CALDONAZZO";;"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via Asilo, 3 38052";CALDONAZZO;0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;TNEE818023
"ISTITUTO COMPRENSIVO CAVALESE";"SCUOLA PRIMARIA CASATTA VALFLORIANA";;"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Frazione Casatta, 18/A 38040";VALFLORIANA;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNEE80908E
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""";"SCUOLA PRIMARIA ""G. PAPALEONI"" CONDINO";;"A carattere statale/provinciale";"ROMEO COLLINI";;;"Via La Marmora - Condino, 13 38083";"BORGO CHIESE";0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;TNEE838039
"ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MAURA MAINO";;;"Via Don Anzelini, 2 38061";ALA;0464/671119;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;https://www.istitutocomprensivoala.it;TNIC84800Q
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA PRIMARIA ROMAGNANO TRENTO";;"A carattere statale/provinciale";"MICHELE RUELE";;;"Via Ai Comuni, 6 38123";TRENTO;0461/349119;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;TNEE82101T
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA PRIMARIA TELVE";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via Giusti, 5 38050";TELVE;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNEE81302X
"ISTITUTO COMPRENSIVO CEMBRA";"SCUOLA PRIMARIA VERLA GIOVO";;"A carattere statale/provinciale";"STEFANO CHESINI";;;"Via Dell Oratorio, 15 38030";GIOVO;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNEE82203Q
"ISTITUTO COMPRENSIVO CAVALESE";"SCUOLA PRIMARIA MASI CAVALESE";;"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Via Damiano Chiesa, 110 38033";CAVALESE;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNEE80906C
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA PRIMARIA ""C. CORRADI"" NOVALEDO";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Piazza Municipio, 5 38050";NOVALEDO;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNEE813064
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA PRIMARIA TELVE DI SOPRA";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via delle Scuole, 19 38050";"TELVE DI SOPRA";0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNEE813031
