"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;"A carattere statale/provinciale";"PAOLO CHINCARINI";;;"Viale Dei Tigli, 43 38066";"RIVA DEL GARDA";0464/578511;0464/578555;floriani@pec.provincia.tn.it;dir.istitutofloriani@scuole.provincia.tn.it;segr.istitutofloriani@scuole.provincia.tn.it;https://www.g-floriani.it;TNTD00801Q
"LICEO CLASSICO ""G. Prati"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA BARATTER";;;"Via S Trinita, 38 38122";TRENTO;0461/980190;0461/980747;prati@pec.provincia.tn.it;dir.liceoprati@scuole.provincia.tn.it;segr.liceoprati@scuole.provincia.tn.it;https://www.liceoprati.it;TNPC04000G
"SOCIETA' COOPERATIVA A R.L. ""I. DE CARNERI"" OXFORD CIVEZZANO";"ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI";;Paritaria/equiparata;"GIOVANNI SCALFI";"CLAUDIO MARCH";;"Via Murialdo, 30 38045";CIVEZZANO;0461/857003;0461/857284;oxford@pec.cooperazionetrentina.it;;info@istitutodecarneri.it;https://www.istitutodecarneri.it;TNRI015007
"SOCIETA' COOPERATIVA A R.L. ""I. DE CARNERI"" OXFORD CIVEZZANO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;Paritaria/equiparata;"GIOVANNI SCALFI";"CLAUDIO MARCH";;"Via Murialdo, 30 38045";CIVEZZANO;0461/857003;0461/857284;oxford@pec.cooperazionetrentina.it;;info@istitutodecarneri.it;https://www.istitutodecarneri.it;TNTN01500Q
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA";"LICEO DELLE SCIENZE UMANE";;"A carattere statale/provinciale";"GIULIO BERTOLDI";;;"Via XXIV Maggio, 7 38051";"BORGO VALSUGANA";0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;TNPS002011
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO";"LICEO LINGUISTICO";;"A carattere statale/provinciale";"RENATO PAOLI";;;"Via Durone, 53 38079";"TIONE DI TRENTO";0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;TNPS007014
"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE";;"A carattere statale/provinciale";"ANDREA BEZZI";;;"Via Brigata Acqui, 19 38122";TRENTO;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;https://tambosi.tn.it;TNTD180507
"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ANDREA BEZZI";;;"Via Brigata Acqui, 19 38122";TRENTO;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;https://tambosi.tn.it;TNTD18000T
"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;"A carattere statale/provinciale";"ANDREA BEZZI";;;"Via Brigata Acqui, 19 38122";TRENTO;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;https://tambosi.tn.it;TNTD18000T
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE";;"A carattere statale/provinciale";"GIUSEPPE SANTOLI";;;"Via Del Teatro, 4 38068";ROVERETO;0464/436100;0464/434116;fontana@pec.provincia.tn.it;dir.fontana@scuole.provincia.tn.it;segr.fontana@scuole.provincia.tn.it;https://www.fgfontana.eu;TNTD02050P
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE";;"A carattere statale/provinciale";"DANIELA DEPENTORI";;;"Via Monti, 1 38068";ROVERETO;0464/411400;0464/419130;marconi@pec.provincia.tn.it;dir.itimarconi@scuole.provincia.tn.it;segr.itimarconi@scuole.provincia.tn.it;https://www.marconirovereto.it;TNTF020501
"LICEO ""A. Rosmini"" - TRENTO";"LICEO DELLE SCIENZE UMANE";;"A carattere statale/provinciale";"PATRIZIA VISCONTI";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;https://www.rosmini.eu;TNPM01000X
"LICEO ""A. Rosmini"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PATRIZIA VISCONTI";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;https://www.rosmini.eu;TNPM01000X
"COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO";"LICEO LINGUISTICO ARCIVESCOVILE DAME INGLESI - ROVERETO";;Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Corso Bettini, 71 38068";ROVERETO;0464/406000;0464/406077;collegioarcivescovile@pec.it;dameinglesi@arcivescoviletrento.it;lia@arcivescoviletrento.it;https://www.arcivescoviletrento.it;TNPL005006
"LICEO SCIENTIFICO ""G. Galilei"" - TRENTO";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;"A carattere statale/provinciale";"ELENA RUGGIERI";;;"Viale Bolognini, 88 38122";TRENTO;0461/913479;0461/913367;galilei@pec.provincia.tn.it;dir.liceogalilei@scuole.provincia.tn.it;segr.liceogalilei@scuole.provincia.tn.it;https://www.lsgalilei.org/;TNPS01000V
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;TNTD00450R
"LICEO ""A. Rosmini"" - ROVERETO";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"PAOLO PENDENZA";;;"Corso Bettini, 86 38068";ROVERETO;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;https://www.liceorosmini.eu;TNPC02000A
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;TNTD00401C
"COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO";"LICEO CLASSICO ARCIVESCOVILE - TRENTO";;Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Via Monsignor  Endrici, 23 38122";TRENTO;0461/1731200;0461/1731288;collegioarcivescovile@pec.it;collegioarcivescovile@arcivescoviletrento.it;didatticatn@arcivescoviletrento.it;https://www.arcivescoviletrento.it;TNPC01500V
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;TNPS00301R
"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"VIVIANA SBARDELLA ";;;"Via Madruzzo, 24 38122";TRENTO;0461/984099;0461/986257;davinci@pec.provincia.tn.it;dir.liceodavinci@scuole.provincia.tn.it;segr.liceodavinci@scuole.provincia.tn.it;https://www.liceodavincitn.it;TNPS02000D
"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;"A carattere statale/provinciale";"VIVIANA SBARDELLA ";;;"Via Madruzzo, 24 38122";TRENTO;0461/984099;0461/986257;davinci@pec.provincia.tn.it;dir.liceodavinci@scuole.provincia.tn.it;segr.liceodavinci@scuole.provincia.tn.it;https://www.liceodavincitn.it;TNPS02000D
"LICEO ""B. Russell"" - CLES";"LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;https://www.liceorussell.eu;TNPM006019
"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE";;"A carattere statale/provinciale";"TIZIANA ROSSI";;;"Via Brigata Acqui, 15 38122";TRENTO;0461/216811;0461/984216;buonarroti@pec.provincia.tn.it;dir.buonarroti@scuole.provincia.tn.it;istituto.tecnico@buonarroti.tn.it;https://www.buonarroti.tn.it/;TNTF01351V
"LICEO ""B. Russell"" - CLES";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;https://www.liceorussell.eu;TNPS006018
"LICEO ""B. Russell"" - CLES";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;https://www.liceorussell.eu;TNIS00600T
"LICEO ""B. Russell"" - CLES";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;https://www.liceorussell.eu;TNPS006018
"LICEO ""B. Russell"" - CLES";"LICEO DELLE SCIENZE UMANE";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;https://www.liceorussell.eu;TNPM006019
"LICEO ""B. Russell"" - CLES";"LICEO CLASSICO";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;https://www.liceorussell.eu;TNPM006019
"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"TIZIANA ROSSI";;;"Via Brigata Acqui, 15 38122";TRENTO;0461/216811;0461/984216;buonarroti@pec.provincia.tn.it;dir.buonarroti@scuole.provincia.tn.it;istituto.tecnico@buonarroti.tn.it;https://www.buonarroti.tn.it/;TNTF01301D
"LICEO ""B. Russell"" - CLES";"LICEO LINGUISTICO";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;https://www.liceorussell.eu;TNPS006018
"SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA";"LICEO ARTISTICO";;"A carattere statale/provinciale";"FEDERICO CORRADINI";;;"Strada Dolomites - Pozza di Fassa, 7 38036";"SAN GIOVANNI DI FASSA - SEN JAN";0462/763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;TNSD010009
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;TNIS00300A
"ISTITUTO GARDASCUOLA";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;Paritaria/equiparata;"LORENZO ANGELI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;TNPS00500B
"ISTITUTO GARDASCUOLA";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;Paritaria/equiparata;"LORENZO ANGELI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;TNTN04500G
"Centro Formazione Professionale ENAIP - Varone di Riva del Garda";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"ELISABETTA FILIPPI";;"Rione Europa, 3 38066";"RIVA DEL GARDA";0464/521300;0464/521553;cfp.rivadelgarda@pec.it;;cfp.rivadelgarda@enaip.tn.it;https://rivadelgarda.enaiptrentino.it/;TNCF007001
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""";"LICEO ARTISTICO ""Vittoria"" - Trento";;"A carattere statale/provinciale";"DANIELA SIMONCELLI";;;"Via Zambra, 3 38121";TRENTO;0461/824422;;vittoria@pec.provincia.tn.it;dir.istitutodellearti@scuole.provincia.tn.it;info@liceodellearti.tn.it;https://www.liceodellearti.tn.it;TNSD02000X
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""";"LICEO MUSICALE COREUTICO ";;"A carattere statale/provinciale";"DANIELA SIMONCELLI";;;"Vicolo S Maria Maddalena, 16 38122";TRENTO;0461/260648;;info.bonporti@istitutodellearti.tn.it;dir.istitutodellearti@scuole.provincia.tn.it;info@liceodellearti.tn.it;https://www.liceodellearti.tn.it;TNSD02000X
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""";"LICEO ARTISTICO ""Depero""- ROVERETO";;"A carattere statale/provinciale";"DANIELA SIMONCELLI";;;"Via Delle Fosse, 9 38068";ROVERETO;0464/438836;;info.depero@istitutodellearti.tn.it;dir.istitutodellearti@scuole.provincia.tn.it;info@liceodellearti.tn.it;https://www.liceodellearti.tn.it;TNSD020011
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"DANIELA SIMONCELLI";;;"Via Zambra, 3 38121";TRENTO;0461/824422;;vittoria@pec.provincia.tn.it;dir.istitutodellearti@scuole.provincia.tn.it;info@liceodellearti.tn.it;https://www.liceodellearti.tn.it;TNSD02000X
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MARIA TERESA DOSSO";;;"Via Balista, 2 38068";ROVERETO;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;TNIS009009
"Centro Formazione Professionale UPT - Cles";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"WALTER IORI";;"Via D Agostin, 2 38023";CLES;0463/422820;0463/424409;cfp-upt@pec.it;;segreteria.cles@cfp-upt.it;https://www.cfp-upt.it;
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;"A carattere statale/provinciale";"MARIA TERESA DOSSO";;;"Via Balista, 2 38068";ROVERETO;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;TNTD00901G
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE";;"A carattere statale/provinciale";"MARIA TERESA DOSSO";;;"Via Balista, 2 38068";ROVERETO;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;TNTD00950X
"Centro Formazione Professionale ENAIP - Villazzano";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"Paola Coccia";;"Via Asiago, 14 38123";TRENTO;0461/920386;0461/914935;cfp.villazzano@pec.it;;cfp.villazzano@enaip.tn.it;https://villazzano.enaiptrentino.it/;TNCF008001
"ISTITUTO GARDASCUOLA";;"Istituzione scolastica e formativa";Paritaria/equiparata;"LORENZO ANGELI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;
"Centro Formazione Professionale ENAIP - Tione di Trento";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"Ketty Pellizzari";;"Via Durone, 57 38079";"TIONE DI TRENTO";0465/321316;0465/322091;cfp.tione@pec.it;;cfp.tione@enaip.tn.it;https://tione.enaiptrentino.it/;TNCF001001
"FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE";;"Istituzione scolastica e formativa";Paritaria/equiparata;"MANUEL PENASA";"CLAUDIA BISOGNIN";;"Via Mach, 1 38098";"SAN MICHELE ALL'ADIGE";0461/615213;0461/615273;amministrazione.cif@pec.iasma.it;;segreteria.scuola@fmach.it;https://www.fmach.it;
"ASSOCIAZIONE PEDAGOGICA STEINERIANA - TRENTO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"Carlo Musio";;;"Via Conci, 86 38123";TRENTO;0461/930658;;associazione@pec.scuolasteiner-trento.it;;segreteria@scuolasteiner-trento.it;https://www.scuolasteiner-trento.it;
"SOCIETA' COOPERATIVA A R.L. ""I. DE CARNERI"" OXFORD CIVEZZANO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"GIOVANNI SCALFI";"CLAUDIO MARCH";;"Via Murialdo, 30 38045";CIVEZZANO;0461/857003;0461/857284;oxford@pec.cooperazionetrentina.it;;info@istitutodecarneri.it;https://www.istitutodecarneri.it;
"Centro Formazione Professionale UPT - Trento";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"WALTER IORI";;"Via Borsieri, 2 38122";TRENTO;0461/239997;0461/260235;cfp-upt@pec.it;;segreteria.sede@cfp-upt.it;https://www.cfp-upt.it;TNCF003001
"Centro Formazione Professionale ENAIP - Villazzano";"CAPES - SETTORE INDUSTRIA E ARTIGIANATO";;Paritaria/equiparata;;"Paola Coccia";;"Via Asiago, 14 38123";TRENTO;0461/920386;0461/914935;cfp.villazzano@pec.it;;cfp.villazzano@enaip.tn.it;https://villazzano.enaiptrentino.it/;TNCF008001
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO";"ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI SERALE";;"A carattere statale/provinciale";"MARIA TERESA DOSSO";;;"Via Balista, 2 38068";ROVERETO;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;TNRC00951N
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA";"ISTITUTO PROFESSIONALE PER I SERVIZI SANITARI SERALE";;"A carattere statale/provinciale";"GIULIO BERTOLDI";;;"Via XXIV Maggio, 7 38051";"BORGO VALSUGANA";0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;TNTD002505
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO";"ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI";;"A carattere statale/provinciale";"MARIA TERESA DOSSO";;;"Via Balista, 2 38068";ROVERETO;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;TNRC009018
"Centro Formazione Professionale Opera Armida Barelli - Rovereto";;"Istituzione scolastica e formativa";Paritaria/equiparata;"BERNARDO ZANONER";"CAMILLA CESTARI";;"Via Setaioli, 5 38068";ROVERETO;0464/433771;0464/431711;cfprovereto@pec.operaarmidabarelli.org;;cfprovereto@operaarmidabarelli.org;https://www.operaarmidabarelli.org;TNCF005001
"SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FEDERICO CORRADINI";;;"Strada Giuseppe Soraperra - Pozza di Fassa, 6 38036";"SAN GIOVANNI DI FASSA - SEN JAN";0462/763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;TNIC85000Q
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIUSEPPE SANTOLI";;;"Via Del Teatro, 4 38068";ROVERETO;0464/436100;0464/434116;fontana@pec.provincia.tn.it;dir.fontana@scuole.provincia.tn.it;segr.fontana@scuole.provincia.tn.it;https://www.fgfontana.eu;TNTD020009
"ISTITUTO SACRO CUORE - TRENTO";"LICEO ARTISTICO";;Paritaria/equiparata;"Alberto Ventroni";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;TNPM015003
"Centro Formazione Professionale ENAIP - Tesero";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"Dino Moser";;"Via Caltrezza, 13 38038";TESERO;0462/813133;0462/813145;cfp.tesero@pec.it;;cfp.tesero@enaip.tn.it;https://tesero.enaiptrentino.it/;
"ISTITUTO SACRO CUORE - TRENTO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"Alberto Ventroni";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;
"ISTITUTO SACRO CUORE - TRENTO";"LICEO DELLE SCIENZE UMANE";;Paritaria/equiparata;"Alberto Ventroni";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;TNPM015003
"ISTITUTO SACRO CUORE - TRENTO";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE ";;Paritaria/equiparata;"Alberto Ventroni";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;TNPSI8500O
"Centro Formazione Professionale UPT - Tione di Trento";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"MAURIZIO CADONNA ";;"Via Roma, 15 38079";"TIONE DI TRENTO";0465/321889;0465/324518;cfp-upt@pec.it;;segreteria.tione@cfp-upt.it;https://www.cfp-upt.it;
"Polo Giuseppe Veronesi";"CAPES - SETTORE INDUSTRIA E ARTIGIANATO";;Paritaria/equiparata;;"LAURA SCALFI";;"Piazzale Orsi, 1 38068";ROVERETO;0464/433484;0464/436873;iscrizioni.veronesi@pec.it;;segreteria.dir@cfpgveronesi.it;https://www.poloveronesi.it/;TNCF002001
"Polo Giuseppe Veronesi";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE STEAM";;Paritaria/equiparata;;"LAURA SCALFI";;"Piazzale Orsi, 1 38068";ROVERETO;0464/433484;0464/436873;iscrizioni.veronesi@pec.it;;segreteria.dir@cfpgveronesi.it;https://www.poloveronesi.it/;TNPSID500S
"Polo Giuseppe Veronesi";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"LAURA SCALFI";;"Piazzale Orsi, 1 38068";ROVERETO;0464/433484;0464/436873;iscrizioni.veronesi@pec.it;;segreteria.dir@cfpgveronesi.it;https://www.poloveronesi.it/;TNCF002001
"LICEO ""A. Rosmini"" - TRENTO";"LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE SERALE";;"A carattere statale/provinciale";"PATRIZIA VISCONTI";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;https://www.rosmini.eu;TNPM010509
"Centro Formazione Professionale Pavoniano Artigianelli - Trento";"CAPES - SETTORE INDUSTRIA E ARTIGIANATO";;Paritaria/equiparata;"ERIK GADOTTI";;;"Piazza Di Fiera, 4 38122";TRENTO;0461/270244;0461/270241;scuolagrafica@pec.artigianelli.tn.it;;scuolagrafica@artigianelli.tn.it;http://www.artigianelli.tn.it/;TNCF004001
"Centro Formazione Professionale Pavoniano Artigianelli - Trento";;"Istituzione scolastica e formativa";Paritaria/equiparata;"ERIK GADOTTI";;;"Piazza Di Fiera, 4 38122";TRENTO;0461/270244;0461/270241;scuolagrafica@pec.artigianelli.tn.it;;scuolagrafica@artigianelli.tn.it;http://www.artigianelli.tn.it/;TNCF004001
"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"TIZIANA ROSSI";;;"Via Brigata Acqui, 15 38122";TRENTO;0461/216811;0461/984216;buonarroti@pec.provincia.tn.it;dir.buonarroti@scuole.provincia.tn.it;istituto.tecnico@buonarroti.tn.it;https://www.buonarroti.tn.it/;TNIS013001
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ALFREDO ROMANTINI";;;"Via IV Novembre, 35 38023";CLES;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;TNTD100001
