"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"ISTITUTO COMPRENSIVO CIVEZZANO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"VENERA MUNAFO'";;;"Via Murialdo, 27 38045";CIVEZZANO;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;TNIC817004
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MASSIMO GABURRO";;;"Via Chini, 31 38023";CLES;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;TNIC83100A
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA SECONDARIA DI PRIMO GRADO ""C. MADRUZZO"" CAVEDINE";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via XXV Aprile, 7 38073";CAVEDINE;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNMM84402E
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. LEOPARDI"" STORO";;"A carattere statale/provinciale";"ROMEO COLLINI";;;"Via Papaleoni, 5 38089";STORO;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;TNMM838016
"ISTITUTO COMPRENSIVO CEMBRA";"SCUOLA SECONDARIA DI PRIMO GRADO VERLA GIOVO";;"A carattere statale/provinciale";"STEFANO CHESINI";;;"Via Al Grec, 2 38030";GIOVO;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNMM82203P
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA SECONDARIA DI PRIMO GRADO ""DON L. MILANI"" TELVE";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via Borgo, 2/A 38050";TELVE;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNMM81301T
"ISTITUTO COMPRENSIVO ROVERETO EST";"SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" ROVERETO";;"A carattere statale/provinciale";"MICHELE ROSA";;;"Corso Rosmini, 86 38068";ROVERETO;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;TNMM853018
"ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MAURA MAINO";;;"Via Don Anzelini, 2 38061";ALA;0464/671119;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;https://www.istitutocomprensivoala.it;TNIC84800Q
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI""  - FIERA DI PRIMIERO";;"A carattere statale/provinciale";"MARIA PRODI";;;"Viale Monte Grappa - Fiera di Primiero, 12 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;TNMM81002B
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA SECONDARIA DI PRIMO GRADO ""S. BELLESINI"" VEZZANO";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via Roma - Vezzano, 3 38070";VALLELAGHI;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNMM84401D
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";"SCUOLA SECONDARIA DI PRIMO GRADO CANAL SAN BOVO";;"A carattere statale/provinciale";"MARIA PRODI";;;"Localita Lausen, 13/Z 38050";"CANAL SAN BOVO";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;TNMM81001A
"ISTITUTO COMPRENSIVO MORI";"SCUOLA SECONDARIA DI PRIMO GRADO ""B. MALFATTI"" MORI";;"A carattere statale/provinciale";"MASSIMILIANO LATINO";;;"Via Giovanni XXIII, 64 38065";MORI;0464/918669;;ic.mori@pec.provincia.tn.it;dir.ic.mori@scuole.provincia.tn.it;segr.ic.mori@scuole.provincia.tn.it;https://www.icmori.it/;TNMM84901L
"ISTITUTO COMPRENSIVO ISERA - ROVERETO";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. DEGASPERI"" ROVERETO";;"A carattere statale/provinciale";"FRANCESCA BORROI";;;"Viale Della Vittoria, 43 38068";ROVERETO;0464/431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;TNMM845019
"ISTITUTO COMPRENSIVO PERGINE 1";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Monte Cristallo, 2 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNIC81400L
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MICHELE RUELE";;;"Via Della Torre Franca, 1 38123";TRENTO;0461/945237;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;TNIC82100Q
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA SECONDARIA DI PRIMO GRADO ""NUOVA EUROPA"" DRO";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via S Antonio, 17 38074";DRO;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNMM84403G
"ISTITUTO COMPRENSIVO CEMBRA";"SCUOLA SECONDARIA DI PRIMO GRADO STEDRO SEGONZANO";;"A carattere statale/provinciale";"STEFANO CHESINI";;;"Frazione Scancio, 69 38047";SEGONZANO;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNMM82202N
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PASCOLI"" PIEVE DI BONO";;"A carattere statale/provinciale";"ROMEO COLLINI";;;"Via Fiera - Creto - Pieve di Bono, 1 38085";"PIEVE DI BONO-PREZZO";0465/674049;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;TNMM838027
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA SECONDARIA DI PRIMO GRADO ""E. CHINI"" MEZZOCORONA";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Dante, 9 38016";MEZZOCORONA;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;TNMM82301C
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"GIULIO BERTOLDI";;;"Via XXIV Maggio, 7 38051";"BORGO VALSUGANA";0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;TNCT708006
"LICEO ""A. Rosmini"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PATRIZIA VISCONTI";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;https://www.rosmini.eu;TNPM01000X
"ISTITUTO COMPRENSIVO TRENTO 4";"SCUOLA SECONDARIA DI PRIMO GRADO ""O. WINKLER"" TRENTO";;"A carattere statale/provinciale";"ELENA  VALDUGA";;;"Viale Degli Olmi, 22 38123";TRENTO;0461/920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;TNMM85701G
"ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""";"SCUOLA SECONDARIA DI PRIMO GRADO ""C. BATTISTI"" ALA";;"A carattere statale/provinciale";"MAURA MAINO";;;"Via Don Anzelini, 2 38061";ALA;0464/671119;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;https://www.istitutocomprensivoala.it;TNMM84801R
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. FOGAZZARO"" MATTARELLO";;"A carattere statale/provinciale";"MICHELE RUELE";;;"Via Della Torre Franca, 1 38123";TRENTO;0461/945237;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;TNMM82102T
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA SECONDARIA DI PRIMO GRADO ""E. Leonardi"" TUENNO";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Via Maistrelli - Tuenno, 11 38019";"VILLE D'ANAUNIA";0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNMM82902C
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"PAOLO CHINCARINI";;;"Viale Dei Tigli, 43 38066";"RIVA DEL GARDA";0464/578511;0464/578555;floriani@pec.provincia.tn.it;dir.istitutofloriani@scuole.provincia.tn.it;segr.istitutofloriani@scuole.provincia.tn.it;https://www.g-floriani.it;TNCT702007
"ISTITUTO COMPRENSIVO BRENTONICO";"SCUOLA SECONDARIA DI PRIMO GRADO BRENTONICO";;"A carattere statale/provinciale";"ENRICA RIGOTTI";;;"Via Calzolari - Localita Fontana, 2 38060";BRENTONICO;0464/395189;0464/392710;ic.brentonico@pec.provincia.tn.it;dir.ic.brentonico@scuole.provincia.tn.it;segr.ic.brentonico@scuole.provincia.tn.it;https://www.icbrentonico.it/;TNMM861017
"ISTITUTO COMPRENSIVO BRENTONICO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ENRICA RIGOTTI";;;"Via Calzolari - Localita Fontana, 2 38060";BRENTONICO;0464/395189;0464/392710;ic.brentonico@pec.provincia.tn.it;dir.ic.brentonico@scuole.provincia.tn.it;segr.ic.brentonico@scuole.provincia.tn.it;https://www.icbrentonico.it/;TNIC861006
"ISTITUTO COMPRENSIVO BORGO VALSUGANA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LUIGI VITULLO";;;"Via Spagolla, 1 38051";"BORGO VALSUGANA";0461/753179;0461/754131;ic.borgovalsugana@pec.provincia.tn.it;dir.ic.borgovalsugana@scuole.provincia.tn.it;segr.ic.borgovalsugana@scuole.provincia.tn.it;http://www.icborgovalsugana.edu.it/;TNIC812001
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. LAMPI"" FONDO";;"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Via Laviosa Zambotti - Fondo, 24 38020";"BORGO D'ANAUNIA";0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNMM82803N
"ISTITUTO COMPRENSIVO VALLE DI LEDRO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MASSIMO AMISTADI";;;"Via Falcone e Borsellino - Bezzecca, 2 38067";LEDRO;0464/592800;0464/592819;ic.vallediledro@pec.provincia.tn.it;dir.ic.bezzecca@scuole.provincia.tn.it;segr.ic.bezzecca@scuole.provincia.tn.it;https://www.icvallediledro.it;TNIC80600N
"ISTITUTO COMPRENSIVO ARCO";"SCUOLA SECONDARIA DI PRIMO GRADO ""N. D'ARCO"" ARCO";;"A carattere statale/provinciale";"PAOLA MARONI";;;"Localita Prabi,   38062";ARCO;0464/516429;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;https://www.icarco.edu.it;TNMM840016
"ISTITUTO COMPRENSIVO ARCO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA MARONI";;;"Localita Prabi,   38062";ARCO;0464/516429;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;https://www.icarco.edu.it;TNIC840005
"ISTITUTO COMPRENSIVO AVIO";"SCUOLA SECONDARIA DI PRIMO GRADO ""D. ALIGHIERI"" AVIO";;"A carattere statale/provinciale";"NICCOLO' DAI PRA'";;;"Viale Degasperi, 69 38063";AVIO;0464/684029;0464/687570;ic.avio@pec.provincia.tn.it;dir.ic.avio@scuole.provincia.tn.it;segr.ic.avio@scuole.provincia.tn.it;https://www.istitutoavio.it;TNMM847011
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA SECONDARIA DI PRIMO GRADO ""C.A. Martini"" REVO'";;"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Via Canestrini, 7 38028";NOVELLA;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNMM82802L
"ISTITUTO COMPRENSIVO VALLE DI LEDRO";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. GARIBALDI"" BEZZECCA";;"A carattere statale/provinciale";"MASSIMO AMISTADI";;;"Via Falcone e Borsellino - Bezzecca, 2 38067";LEDRO;0464/592800;0464/592819;ic.vallediledro@pec.provincia.tn.it;dir.ic.bezzecca@scuole.provincia.tn.it;segr.ic.bezzecca@scuole.provincia.tn.it;https://www.icvallediledro.it;TNMM80601P
"ISTITUTO COMPRENSIVO AVIO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"NICCOLO' DAI PRA'";;;"Viale Degasperi, 69 38063";AVIO;0464/684029;0464/687570;ic.avio@pec.provincia.tn.it;dir.ic.avio@scuole.provincia.tn.it;segr.ic.avio@scuole.provincia.tn.it;https://www.istitutoavio.it;TNIC84700X
"ISTITUTO COMPRENSIVO FONDO - REVO'";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Via Laviosa Zambotti - Fondo, 24 38020";"BORGO D'ANAUNIA";0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNIC82800E
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;TNIS00300A
"ISTITUTO GARDASCUOLA";"SCUOLA SECONDARIA DI PRIMO GRADO GARDASCUOLA ARCO";;Paritaria/equiparata;"LORENZO ANGELI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;TN1M00800V
"ISTITUTO COMPRENSIVO MORI";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MASSIMILIANO LATINO";;;"Via Giovanni XXIII, 64 38065";MORI;0464/918669;;ic.mori@pec.provincia.tn.it;dir.ic.mori@scuole.provincia.tn.it;segr.ic.mori@scuole.provincia.tn.it;https://www.icmori.it/;TNIC84900G
"ISTITUTO COMPRENSIVO LAVIS";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Via Sette, 13 38015";LAVIS;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;TNIC825003
"ISTITUTO COMPRENSIVO ROVERETO NORD";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Corso Bettini, 67 38068";ROVERETO;0464/420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;https://www.icroveretonord.it;TNIC859006
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via Don Meggio, 2/A 38050";"RONCEGNO TERME";0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNIC81300R
"ISTITUTO COMPRENSIVO TRENTO 5";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. BRESADOLA"" TRENTO";;"A carattere statale/provinciale";"PAOLA PASQUALIN";;;"Via Al Torrione, 2 38122";TRENTO;0461/986634;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;TNMM85201C
"ISTITUTO COMPRENSIVO TRENTO 5";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA PASQUALIN";;;"Via S Giovanni Bosco, 8 38122";TRENTO;0461/986634;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;TNIC85200B
"ISTITUTO COMPRENSIVO ROVERETO SUD";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIUSEPPE GAMMINO";;;"Via Benacense, 32 38068";ROVERETO;0464/420532;0464/432707;ic.roveretosud@pec.provincia.tn.it;dir.ic.roveretosud@scuole.provincia.tn.it;segr.ic.roveretosud@scuole.provincia.tn.it;https://icroveretosud.edu.it;TNIC85500V
"ISTITUTO COMPRENSIVO ROVERETO SUD";"SCUOLA SECONDARIA DI PRIMO GRADO ""F. HALBHERR"" ROVERETO";;"A carattere statale/provinciale";"GIUSEPPE GAMMINO";;;"Via Livenza, 1 38068";ROVERETO;0464/420532;0464/432707;ic.roveretosud@pec.provincia.tn.it;dir.ic.roveretosud@scuole.provincia.tn.it;segr.ic.roveretosud@scuole.provincia.tn.it;https://icroveretosud.edu.it;TNMM85501X
"ISTITUTO COMPRENSIVO VAL RENDENA";"SCUOLA SECONDARIA DI PRIMO GRADO ""B. DE AVERARIA"" SPIAZZO";;"A carattere statale/provinciale";"GIUSEPPE PRIGIOTTI";;;"Frazione Fisto,  112 38088";SPIAZZO;0465/501139;0465/512119;ic.valrendena@pec.provincia.tn.it;dir.ic.valrendena@scuole.provincia.tn.it;segr.ic.valrendena@scuole.provincia.tn.it;https://www.icvalrendena.edu.it;TNMM83402X
"ISTITUTO COMPRENSIVO VAL RENDENA";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. RIGHI"" MADONNA DI CAMPIGLIO";;"A carattere statale/provinciale";"GIUSEPPE PRIGIOTTI";;;"Via Serafini - Madonna di Campiglio, 9 38070";"TRE VILLE";0465/501139;0465/512119;ic.valrendena@pec.provincia.tn.it;dir.ic.valrendena@scuole.provincia.tn.it;segr.ic.valrendena@scuole.provincia.tn.it;https://www.icvalrendena.edu.it;TNMM834031
"ISTITUTO COMPRENSIVO VAL RENDENA";"SCUOLA SECONDARIA DI PRIMO GRADO ""L. DA VINCI"" PINZOLO";;"A carattere statale/provinciale";"GIUSEPPE PRIGIOTTI";;;"Via Collini Borciol, 18 38086";PINZOLO;0465/501139;0465/512119;ic.valrendena@pec.provincia.tn.it;dir.ic.valrendena@scuole.provincia.tn.it;segr.ic.valrendena@scuole.provincia.tn.it;https://www.icvalrendena.edu.it;TNMM83401V
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MARIA TERESA DOSSO";;;"Via Balista, 2 38068";ROVERETO;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;TNIS009009
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"MARIA TERESA DOSSO";;;"Via Balista, 2 38068";ROVERETO;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;TNCT70100B
"ISTITUTO GARDASCUOLA";;"Istituzione scolastica e formativa";Paritaria/equiparata;"LORENZO ANGELI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;
"ISTITUTO SALESIANO MARIA AUSILIATRICE - TRENTO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"LARA PISETTA";;;"Via Barbacovi, 22 38122";TRENTO;0461/885555;;sdbtrento@pcert.postecert.it;;segreteria@sdbtrento.it;https://www.sdbtrento.it;
"ASSOCIAZIONE PEDAGOGICA STEINERIANA - TRENTO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"Carlo Musio";;;"Via Conci, 86 38123";TRENTO;0461/930658;;associazione@pec.scuolasteiner-trento.it;;segreteria@scuolasteiner-trento.it;https://www.scuolasteiner-trento.it;
"ISTITUTO SALESIANO S. CROCE - MEZZANO";"SCUOLA SECONDARIA DI PRIMO GRADO SANTA CROCE MEZZANO";;Paritaria/equiparata;"AGOSTINO PRADEL";;;"Via Molaren, 29 38050";MEZZANO;0439/762019;0439/762664;salesianimezzano@pec.it;;segreteria@sdbmezzano.it;https://www.salesianimezzano.it;TN1M001004
"ISTITUTO SALESIANO S. CROCE - MEZZANO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"AGOSTINO PRADEL";;;"Via Molaren, 29 38050";MEZZANO;0439/762019;0439/762664;salesianimezzano@pec.it;;segreteria@sdbmezzano.it;https://www.salesianimezzano.it;
"SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"STEFANIA NICOLLI";;;"Via Saibanti, 6 38068";ROVERETO;0464/434047;;segreteria@lavela.famigliamaterna.it;direzione@lavela.famigliamaterna.it;segreteria@scuolalavela.it;https://www.scuolalavela.it;
"SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO";"SCUOLA SECONDARIA DI PRIMO GRADO ""LA VELA"" ROVERETO";;Paritaria/equiparata;"STEFANIA NICOLLI";;;"Via Saibanti, 6 38068";ROVERETO;0464/435746;;amministrazione@scuolalavela.it;direzione@lavela.famigliamaterna.it;segreteria@scuolalavela.it;https://www.scuolalavela.it;TN1M00900P
"SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FEDERICO CORRADINI";;;"Strada Giuseppe Soraperra - Pozza di Fassa, 6 38036";"SAN GIOVANNI DI FASSA - SEN JAN";0462/763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;TNIC85000Q
"ISTITUTO SACRO CUORE - TRENTO";"SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO";;Paritaria/equiparata;"Alberto Ventroni";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;TN1M006007
"ISTITUTO SACRO CUORE - TRENTO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"Alberto Ventroni";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ALFREDO ROMANTINI";;;"Via IV Novembre, 35 38023";CLES;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;TNTD100001
"ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"NICOLA PARZIAN";;;"Via Taddei De Mauris, 4 38027";MALE';0463/901237;0463/902866;ic.bassavaldisole@pec.provincia.tn.it;dir.ciccolini.male@scuole.provincia.tn.it;segr.ciccolini.male@scuole.provincia.tn.it;https://www.icbassavaldisole.it;TNIC833002
