"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"LICEO LINGUISTICO ""S. M. Scholl"" - TRENTO";"LICEO LINGUISTICO";;"A carattere statale/provinciale";"CHIARA MOTTER";;;"Via Mattioli, 8 38122";TRENTO;0461914499;0461915472;linguisticotrento@pec.provincia.tn.it;dir.linguisticotrento@scuole.provincia.tn.it;segr.linguisticotrento@scuole.provincia.tn.it;https://www.linguisticotrento.it;TNPS11000Q
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA PRIMARIA ""P. MARTINELLI"" RONCEGNO TERME";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via Baldessari, 15 38050";"RONCEGNO TERME";0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNEE813075
"ISTITUTO COMPRENSIVO RIVA 1";"SCUOLA PRIMARIA ""N. PERNICI"" RIVA DEL GARDA";;"A carattere statale/provinciale";"PAOLA BORTOLOTTI";;;"Viale Pernici, 21 38066";"RIVA DEL GARDA";0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;TNEE841013
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA PRIMARIA ""G. RODARI"" PERGINE VALSUGANA";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Chimelli, 10 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;TNEE81501E
"LICEO ""A. Rosmini"" - ROVERETO";"LICEO LINGUISTICO";;"A carattere statale/provinciale";"PAOLO PENDENZA";;;"Corso Bettini, 86 38068";ROVERETO;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;https://www.liceorosmini.eu;TNPC02000A
"ISTITUTO COMPRENSIVO CEMBRA";"SCUOLA PRIMARIA ""DON L. MILANI"" LASES";;"A carattere statale/provinciale";"STEFANO CHESINI";;;"Via Principale, 43 38040";LONA-LASES;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;TNEE82206V
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE";;"A carattere statale/provinciale";"ALFREDO ROMANTINI";;;"Via IV Novembre, 35 38023";CLES;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;TNTD10050A
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA PRIMARIA ""A. DEGASPERI"" MEZZOCORONA";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Dante, 9 38016";MEZZOCORONA;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;TNEE82304L
"ISTITUTO COMPRENSIVO CIVEZZANO";"SCUOLA PRIMARIA ""A. GIRARDI"" FORNACE";;"A carattere statale/provinciale";"VENERA MUNAFO'";;;"Via Dei Mori, 2 38040";FORNACE;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;TNEE817038
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA RANGO BLEGGIO SUPERIORE";;"A carattere statale/provinciale";"BRUNO GENTILINI";;;"Frazione Rango,   38071";"BLEGGIO SUPERIORE";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;TNEE83702C
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;TNPS00301R
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA ""Don L. Rossi"" FAI DELLA PAGANELLA";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Villa, 21 38010";"FAI DELLA PAGANELLA";0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNEE82405D
"ISTITUTO COMPRENSIVO CIVEZZANO";"SCUOLA SECONDARIA DI PRIMO GRADO ALBIANO";;"A carattere statale/provinciale";"VENERA MUNAFO'";;;"Via Manzoni, 10 38041";ALBIANO;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;TNMM817026
"ISTITUTO COMPRENSIVO CAVALESE";"SCUOLA PRIMARIA MOLINA DI FIEMME";;"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Via Segherie, 64/B 38030";"CASTELLO-MOLINA DI FIEMME";0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNEE80904A
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;TNTD00301L
"ISTITUTO COMPRENSIVO ROVERETO EST";"SCUOLA PRIMARIA ""N. VALDUGA"" TERRAGNOLO";;"A carattere statale/provinciale";"MICHELE ROSA";;;"Frazione Piazza di Terragnolo, 18 38060";TERRAGNOLO;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;TNEE85304C
"ISTITUTO COMPRENSIVO TAIO";"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" COREDO";;"A carattere statale/provinciale";"MAURA ZINI";;;"Via delle Scuole - Coredo,  6 38012";PREDAIA;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;TNMM826021
"COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Via Monsignor  Endrici, 23 38122";TRENTO;0461/1731200;0461/1731288;collegioarcivescovile@pec.it;collegioarcivescovile@arcivescoviletrento.it;didatticatn@arcivescoviletrento.it;https://www.arcivescoviletrento.it;TNTD37500F
"ISTITUTO COMPRENSIVO RIVA 1";"SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" RIVA DEL GARDA";;"A carattere statale/provinciale";"PAOLA BORTOLOTTI";;;"Viale Damiano Chiesa, 10 38066";"RIVA DEL GARDA";0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;TNMM841012
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"GIULIO BERTOLDI";;;"Via XXIV Maggio, 7 38051";"BORGO VALSUGANA";0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;TNTD00201R
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA STRIGNO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Piazza IV Novembre - Strigno, 12/A 38059";"CASTEL IVANO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNEE80106T
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA PIETRAMURATA";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Piazza Mercato,   38074";DRO;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE844101
"ISTITUTO SALESIANO MARIA AUSILIATRICE - TRENTO";"SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO";;Paritaria/equiparata;"LARA PISETTA";;;"Via Barbacovi, 22 38122";TRENTO;0461/885555;;sdbtrento@pcert.postecert.it;;segreteria@sdbtrento.it;https://www.sdbtrento.it;TN1M00500B
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"RENATO PAOLI";;;"Via Durone, 53 38079";"TIONE DI TRENTO";0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;TNPS007014
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";"SCUOLA PRIMARIA RONCHI VALSUGANA";;"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via Marchi, 14 38050";"RONCHI VALSUGANA";0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNEE813109
"ISTITUTO COMPRENSIVO RIVA 1";"SCUOLA PRIMARIA S. ALESSANDRO RIVA DEL GARDA";;"A carattere statale/provinciale";"PAOLA BORTOLOTTI";;;"Via S Alessandro, 11 38066";"RIVA DEL GARDA";0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;TNEE841057
"ISTITUTO COMPRENSIVO LAVIS";"SCUOLA PRIMARIA PRESSANO LAVIS";;"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Via Pilati, 31 38015";LAVIS;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;TNEE825026
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"RENATO PAOLI";;;"Via Durone, 53 38079";"TIONE DI TRENTO";0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;TNCT711002
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA PRIMARIA TASSULLO";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Piazza Pilati - Tassullo, 6 38019";"VILLE D'ANAUNIA";0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNEE82908Q
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MARIA PRODI";;;"Via Delle Fonti - Transacqua, 10 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;TNIC810009
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";"SCUOLA SECONDARIA DI PRIMO GRADO ""S. SIGHELE"" RIVA DEL GARDA";;"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Piazza Contini, 8 38066";"RIVA DEL GARDA";0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;TNMM84201T
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA CAVEDINE";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via Don Negri, 21 38073";CAVEDINE;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE84406Q
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA SECONDARIA DI PRIMO GRADO ""C. ANDREATTA"" PERGINE VALSUGANA";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Caduti, 39 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNMM81401N
"COOPERATIVA SOCIALE SACRA FAMIGLIA ONLUS";"SCUOLA PRIMARIA SACRA FAMIGLIA TRENTO";;Paritaria/equiparata;"MARCELLO SOTTOPIETRA";;;"Via Della Saluga, 7 38121";TRENTO;0461/080041;;cooperativasacrafamiglia@pec.it;segreteria@sacrafamigliatrento.it;segreteria@sacrafamigliatrento.it;https://www.sacrafamigliatrento.it;TN1E005006
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA PRIMARIA ""F. BIASI"" S.MICHELE ALL'ADIGE";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Biasi, 1 38010";"SAN MICHELE ALL'ADIGE";0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;TNEE82302E
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA COGOLO DI PEIO";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Rosmini, 6 38024";PEIO;0463/754498;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNEE83204B
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA SARCHE CALAVINO";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via Caffaro - Sarche - Calavino, 2 38076";MADRUZZO;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE84401E
"ISTITUTO COMPRENSIVO LEVICO TERME";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. DE GASPARIS"" LEVICO TERME";;"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via della Pace, 5 38056";"LEVICO TERME";0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;TNMM818011
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FRANCO VANIN";;;"Via S Michele, 11 38026";OSSANA;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNIC832006
"SOCIETA' COOPERATIVA A R.L. ""I. DE CARNERI"" OXFORD CIVEZZANO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;Paritaria/equiparata;"GIOVANNI SCALFI";"CLAUDIO MARCH";;"Via Murialdo, 30 38045";CIVEZZANO;0461/857003;0461/857284;oxford@pec.cooperazionetrentina.it;;info@istitutodecarneri.it;https://www.istitutodecarneri.it;TNTE045005
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"MARCO FELICETTI";;;"Via Gandhi, 1 38033";CAVALESE;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;TNTL00101B
"ISTITUTO COMPRENSIVO CAVALESE";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. SEGANTINI"" CAVALESE";;"A carattere statale/provinciale";"ROBERTO TROLLI";;;"Piazza Verdi, 6 38033";CAVALESE;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;TNMM809016
"LICEO ""A. Rosmini"" - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLO PENDENZA";;;"Corso Bettini, 86 38068";ROVERETO;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;https://www.liceorosmini.eu;TNPC02000A
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Amstetten, 4 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;TNIC81500C
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA SECONDARIA DI PRIMO GRADO CASTELLO TESINO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Battisti, 2 38053";"CASTELLO TESINO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNMM80101G
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"LICEO DELLE SCIENZE UMANE";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;TNPS00401L
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""";"SCUOLA PRIMARIA ""PADRE C. GNESOTTI"" STORO";;"A carattere statale/provinciale";"ROMEO COLLINI";;;"Via Papaleoni, 5 38089";STORO;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;TNEE83804A
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA PRIMARIA FLAVON";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Via Nazionale - Flavon,   38010";CONTÁ;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNEE82906N
"ISTITUTO COMPRENSIVO RIVA 1";"SCUOLA PRIMARIA NAGO TORBOLE";;"A carattere statale/provinciale";"PAOLA BORTOLOTTI";;;"Via De Bonetti,   38069";NAGO-TORBOLE;0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;TNEE841035
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""";"SCUOLA PRIMARIA ""O.Focherini M.Marchesi"" MIONE RUMO";;"A carattere statale/provinciale";"MASSIMO GABURRO";;;"Via di Ronco - Mione, 17 38020";RUMO;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;TNEE83103E
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"BRUNO GENTILINI";;;"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore, 14 38070";"COMANO TERME";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;TNIC837009
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"GIULIO BERTOLDI";;;"Via XXIV Maggio, 7 38051";"BORGO VALSUGANA";0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;TNPS002011
"LICEO ""A. Rosmini"" - ROVERETO";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;"A carattere statale/provinciale";"PAOLO PENDENZA";;;"Corso Bettini, 86 38068";ROVERETO;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;https://www.liceorosmini.eu;TNPC02000A
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA CANEZZA";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Delle Scuole, 4 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNEE81403R
"Centro Formazione Professionale Opera Armida Barelli - Levico";"SETTORE SERVIZI";;Paritaria/equiparata;"BERNARDO ZANONER";"MICHELE LINARDI";;"Viale Roma, 61 38056";"LEVICO TERME";0461/706145;0461/701940;cfplevico@pec.operaarmidabarelli.org;;cfplevico@operaarmidabarelli.org;https://www.operaarmidabarelli.org;TNFP272STA
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA S.FELICE FIEROZZO";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Maso Ronca, 1 38050";"FIEROZZO - VLARÖTZ";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNEE81401P
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA ANDALO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Piazza S Vito, 1 38010";ANDALO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNEE82406E
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""";"SCUOLA SECONDARIA DI PRIMO GRADO ""V. Inama"" CLES";;"A carattere statale/provinciale";"MASSIMO GABURRO";;;"Via Chini, 31 38023";CLES;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;TNMM83101B
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA ""A. DEGASPERI"" PIEVE TESINO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Brigata Abruzzi, 6 38050";"PIEVE TESINO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNEE80102N
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ROMEO COLLINI";;;"Via Papaleoni, 5 38089";STORO;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;TNIC838005
"SOCIETA' COOPERATIVA A R.L. ""I. DE CARNERI"" OXFORD CIVEZZANO";"SETTORE SERVIZI";;Paritaria/equiparata;"GIOVANNI SCALFI";"CLAUDIO MARCH";;"Via Murialdo, 30 38045";CIVEZZANO;0461/857003;0461/857284;oxford@pec.cooperazionetrentina.it;;info@istitutodecarneri.it;https://www.istitutodecarneri.it;TNFP269STA
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA COMMEZZADURA";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Del Comun, 5 38020";COMMEZZADURA;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNEE83208G
"LICEO SCIENTIFICO ""G. Galilei"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ELENA RUGGIERI";;;"Viale Bolognini, 88 38122";TRENTO;0461/913479;0461/913367;galilei@pec.provincia.tn.it;dir.liceogalilei@scuole.provincia.tn.it;segr.liceogalilei@scuole.provincia.tn.it;https://www.lsgalilei.org/;TNPS01000V
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA PRIMARIA CIMONE";;"A carattere statale/provinciale";"MICHELE RUELE";;;"Frazione Petrolli, 37 38060";CIMONE;0461/855215;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;TNEE82103X
