comune;provincia autonoma;popolazione;superficie;densità;altitudine;link;codice postale;istat;sito;comuni confinanti;lat;lon;lat_n;lon_n
folgaria;trento;3175;7111;45;1166;https://it.wikipedia.org/wiki/Folgaria;38064;22087;http://www.comune.folgaria.tn.it;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana|https://it.wikipedia.org/wiki/Besenello|https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Calliano_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Lavarone|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Terragnolo;45°55′N;11°11′E;45.916666666666664;11.183333333333334
fornace;trento;1336;732;183;740;https://it.wikipedia.org/wiki/Fornace_(Italia);38040;22089;https://www.comune.fornace.tn.it/;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Civezzano|https://it.wikipedia.org/wiki/Lona-Lases|https://it.wikipedia.org/wiki/Pergine_Valsugana;46°07′04.98″N;11°12′27.04″E;46.118050000000004;11.20751111111111
frassilongo;trento;352;1678;21;852;https://it.wikipedia.org/wiki/Frassilongo;38050;22090;http://www.comune.frassilongo.tn.it/;https://it.wikipedia.org/wiki/Fierozzo|https://it.wikipedia.org/wiki/Levico_Terme|https://it.wikipedia.org/wiki/Novaledo|https://it.wikipedia.org/wiki/Pergine_Valsugana|https://it.wikipedia.org/wiki/Roncegno_Terme|https://it.wikipedia.org/wiki/Sant%27Orsola_Terme|https://it.wikipedia.org/wiki/Vignola-Falesina;46°05′N;11°18′E;46.083333333333336;11.3
garniga terme;trento;408;1314;31;810;https://it.wikipedia.org/wiki/Garniga_Terme;38060;22091;http://www.comunegarnigaterme.it;https://it.wikipedia.org/wiki/Aldeno|https://it.wikipedia.org/wiki/Cimone_(comune)|https://it.wikipedia.org/wiki/Trento;46°00′09.11″N;11°05′13.42″E;46.00253055555556;11.087061111111112
giovo;trento;2509;2064;122;496;https://it.wikipedia.org/wiki/Giovo;38030;22092;http://www.comunegiovo.it;https://it.wikipedia.org/wiki/Cembra_Lisignago|https://it.wikipedia.org/wiki/Lavis|https://it.wikipedia.org/wiki/Mezzocorona|https://it.wikipedia.org/wiki/San_Michele_all%27Adige|https://it.wikipedia.org/wiki/Trento;46°09′21″N;11°09′10″E;46.155833333333334;11.152777777777779
giustino;trento;740;3883;19;770;https://it.wikipedia.org/wiki/Giustino_(Italia);38086;22093;http://www.comune.giustino.tn.it/;https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Caderzone_Terme|https://it.wikipedia.org/wiki/Carisolo|https://it.wikipedia.org/wiki/Massimeno|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Stenico|https://it.wikipedia.org/wiki/Strembo|https://it.wikipedia.org/wiki/Vermiglio_(Italia);46°08′59.86″N;10°46′04.84″E;46.14996111111111;10.768011111111113
grigno;trento;2022;4615;44;263;https://it.wikipedia.org/wiki/Grigno;38055;22095;http://www.comunegrigno.it;https://it.wikipedia.org/wiki/Castello_Tesino|https://it.wikipedia.org/wiki/Cinte_Tesino|https://it.wikipedia.org/wiki/Ospedaletto;46°00′57.64″N;11°38′01.64″E;46.01601111111111;11.633788888888889
imer;trento;1177;2788;42;670;https://it.wikipedia.org/wiki/Imer;38050;22097;http://www.comune.imer.tn.it;https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Mezzano_(comune)|https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;46°09′07.34″N;11°47′50.42″E;46.15203888888889;11.79733888888889
isera;trento;2803;1405;199;243;https://it.wikipedia.org/wiki/Isera;38060;22098;http://www.comune.isera.tn.it;https://it.wikipedia.org/wiki/Mori_(Italia)|https://it.wikipedia.org/wiki/Nogaredo|https://it.wikipedia.org/wiki/Ronzo-Chienis|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Villa_Lagarina;45°53′N;11°01′E;45.88333333333333;11.016666666666667
lavarone;trento;1203;2668;45;1170;https://it.wikipedia.org/wiki/Lavarone;38046;22102;https://comune.lavarone.tn.it;https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Folgaria|https://it.wikipedia.org/wiki/Luserna;45°56′N;11°16′E;45.93333333333333;11.266666666666667
lavis;trento;9171;1244;737;232;https://it.wikipedia.org/wiki/Lavis;38015;22103;http://www.comunelavis.it;https://it.wikipedia.org/wiki/Giovo|https://it.wikipedia.org/wiki/San_Michele_all%27Adige|https://it.wikipedia.org/wiki/Trento|https://it.wikipedia.org/wiki/Terre_d%27Adige|https://it.wikipedia.org/wiki/Vallelaghi;46°08′20.44″N;11°06′44.14″E;46.13901111111111;11.112261111111112
ledro;trento;5395;15516;35;660;https://it.wikipedia.org/wiki/Ledro;38067;22229;https://www.comune.ledro.tn.it/;https://it.wikipedia.org/wiki/Bleggio_Superiore|https://it.wikipedia.org/wiki/Bondone|https://it.wikipedia.org/wiki/Borgo_Chiese|https://it.wikipedia.org/wiki/Borgo_Lares|https://it.wikipedia.org/wiki/Fiav%C3%A9|https://it.wikipedia.org/wiki/Nago-Torbole|https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo|https://it.wikipedia.org/wiki/Riva_del_Garda|https://it.wikipedia.org/wiki/Storo|https://it.wikipedia.org/wiki/Tenno|https://it.wikipedia.org/wiki/Tione_di_Trento;45°53′19.3″N;10°43′57.1″E;45.88869444444445;10.732527777777777
levico terme;trento;8264;6284;132;506;https://it.wikipedia.org/wiki/Levico_Terme;38056;22104;https://www.comune.levico-terme.tn.it/;https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Luserna|https://it.wikipedia.org/wiki/Novaledo|https://it.wikipedia.org/wiki/Pergine_Valsugana|https://it.wikipedia.org/wiki/Tenna_(comune)|https://it.wikipedia.org/wiki/Vignola-Falesina;46°01′N;11°18′E;46.016666666666666;11.3
livo;trento;766;1534;50;741;https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige);38020;22106;https://www.comune.livo.tn.it/;https://it.wikipedia.org/wiki/Bresimo|https://it.wikipedia.org/wiki/Cis_(Italia)|https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Novella_(Italia)|https://it.wikipedia.org/wiki/Rumo;46°24′N;11°01′E;46.4;11.016666666666667
lona-lases;trento;863;1137;76;639;https://it.wikipedia.org/wiki/Lona-Lases;38040;22108;http://www.comune.lonalases.tn.it;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Bedollo|https://it.wikipedia.org/wiki/Cembra_Lisignago|https://it.wikipedia.org/wiki/Fornace_(Italia)|https://it.wikipedia.org/wiki/Segonzano|https://it.wikipedia.org/wiki/Sover|https://it.wikipedia.org/wiki/Valfloriana;46°09′N;11°13′E;46.15;11.216666666666667
luserna;trento;267;838;32;1333;https://it.wikipedia.org/wiki/Luserna;38040;22109;http://www.comune.luserna.tn.it/;https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Lavarone|https://it.wikipedia.org/wiki/Levico_Terme;45°55′21″N;11°19′25″E;45.9225;11.323611111111111
madruzzo;trento;2991;2880;104;463;https://it.wikipedia.org/wiki/Madruzzo_(Italia);38076;22243;http://www.comune.madruzzo.tn.it;https://it.wikipedia.org/wiki/Cavedine|https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Dro|https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino|https://it.wikipedia.org/wiki/Trento|https://it.wikipedia.org/wiki/Vallelaghi;46°03′N;10°59′E;46.05;10.983333333333333
malé;trento;2266;2690;84;738;https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia);38027;22110;https://www.comune.male.tn.it/;https://it.wikipedia.org/wiki/Bresimo|https://it.wikipedia.org/wiki/Caldes|https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Commezzadura|https://it.wikipedia.org/wiki/Croviana|https://it.wikipedia.org/wiki/Dimaro_Folgarida|https://it.wikipedia.org/wiki/Rabbi_(comune)|https://it.wikipedia.org/wiki/Terzolas;46°21′10″N;10°54′46″E;46.35277777777778;10.912777777777778
massimeno;trento;138;2109;654;861;https://it.wikipedia.org/wiki/Massimeno;38086;22112;http://www.comune.massimeno.tn.it/;https://it.wikipedia.org/wiki/Bocenago|https://it.wikipedia.org/wiki/Caderzone_Terme|https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Pelugo|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Strembo;46°08′29.36″N;10°46′24.6″E;46.14148888888889;10.7735
mazzin;trento;604;2366;26;1395;https://it.wikipedia.org/wiki/Mazzin;38030;22113;https://www.comune.mazzin.tn.it/;https://it.wikipedia.org/wiki/Canazei|https://it.wikipedia.org/wiki/Campitello_di_Fassa|https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;46°28′12.41″N;11°43′46.88″E;46.47011388888889;11.729688888888889
mezzana;trento;877;2750;32;940;https://it.wikipedia.org/wiki/Mezzana;38020;22114;http://www.comune.mezzana.tn.it;https://it.wikipedia.org/wiki/Commezzadura|https://it.wikipedia.org/wiki/Pellizzano|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Rabbi_(comune);46°19′N;10°48′E;46.31666666666667;10.8
mezzano;trento;1585;4917;32;640;https://it.wikipedia.org/wiki/Mezzano_(comune);38050;22115;https://www.comune.mezzano.tn.it/;https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Imer|https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;46°09′14.15″N;11°48′31.54″E;46.153930555555554;11.808761111111112
mezzocorona;trento;5511;2559;215;219;https://it.wikipedia.org/wiki/Mezzocorona;38016;22116;http://www.comune.mezzocorona.tn.it/;https://it.wikipedia.org/wiki/Giovo|https://it.wikipedia.org/wiki/Mezzolombardo|https://it.wikipedia.org/wiki/Rover%C3%A9_della_Luna|https://it.wikipedia.org/wiki/San_Michele_all%27Adige|https://it.wikipedia.org/wiki/Ton;46°13′N;11°07′E;46.21666666666667;11.116666666666667
mezzolombardo;trento;7667;1379;556;227;https://it.wikipedia.org/wiki/Mezzolombardo;38017;22117;http://www.comune.mezzolombardo.tn.it/;https://it.wikipedia.org/wiki/Fai_della_Paganella|https://it.wikipedia.org/wiki/Mezzocorona|https://it.wikipedia.org/wiki/San_Michele_all%27Adige|https://it.wikipedia.org/wiki/Spormaggiore|https://it.wikipedia.org/wiki/Terre_d%27Adige|https://it.wikipedia.org/wiki/Ton;46°12′35″N;11°05′52″E;46.209722222222226;11.097777777777779
moena;trento;2537;8146;31;1184;https://it.wikipedia.org/wiki/Moena;38035;22118;https://www.comune.moena.tn.it/;https://it.wikipedia.org/wiki/Predazzo|https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza|https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa|https://it.wikipedia.org/wiki/Soraga_di_Fassa;46°22′36.57″N;11°39′33.66″E;46.376825000000004;11.65935
molveno;trento;1119;3393;33;865;https://it.wikipedia.org/wiki/Molveno;38018;22120;http://www.comune.molveno.tn.it;https://it.wikipedia.org/wiki/Andalo|https://it.wikipedia.org/wiki/Cavedago|https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino|https://it.wikipedia.org/wiki/Spormaggiore|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Vallelaghi|https://it.wikipedia.org/wiki/Ville_d%27Anaunia;46°08′35″N;10°57′53″E;46.143055555555556;10.964722222222221
mori;trento;10208;3325;307;204;https://it.wikipedia.org/wiki/Mori_(Italia);38065;22123;http://www.comune.mori.tn.it;https://it.wikipedia.org/wiki/Ala_(Italia)|https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Brentonico|https://it.wikipedia.org/wiki/Isera|https://it.wikipedia.org/wiki/Nago-Torbole|https://it.wikipedia.org/wiki/Ronzo-Chienis|https://it.wikipedia.org/wiki/Rovereto;45°51′04.68″N;10°58′54.12″E;45.8513;10.9817
nago-torbole;trento;2758;2891;95;222;https://it.wikipedia.org/wiki/Nago-Torbole;38060, 38069;22124;http://www.comune.nago-torbole.tn.it;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Brentonico|https://it.wikipedia.org/wiki/Ledro|https://it.wikipedia.org/wiki/Mori_(Italia)|https://it.wikipedia.org/wiki/Riva_del_Garda;45°52′33″N;10°53′28″E;45.87583333333333;10.89111111111111
nogaredo;trento;2071;382;542;216;https://it.wikipedia.org/wiki/Nogaredo;38060;22127;http://www.comune.nogaredo.tn.it;https://it.wikipedia.org/wiki/Isera|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Villa_Lagarina;45°54′31.91″N;11°01′11.91″E;45.90886388888889;11.019975
nomi;trento;1352;616;219;179;https://it.wikipedia.org/wiki/Nomi_(Italia);38060;22128;http://www.comune.nomi.tn.it;https://it.wikipedia.org/wiki/Aldeno|https://it.wikipedia.org/wiki/Besenello|https://it.wikipedia.org/wiki/Calliano_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Pomarolo|https://it.wikipedia.org/wiki/Volano_(Italia);45°56′N;11°04′E;45.93333333333333;11.066666666666666
novaledo;trento;1162;792;147;475;https://it.wikipedia.org/wiki/Novaledo;38050;22129;http://www.comune.novaledo.tn.it;https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Levico_Terme|https://it.wikipedia.org/wiki/Pergine_Valsugana|https://it.wikipedia.org/wiki/Roncegno_Terme;46°01′N;11°22′E;46.016666666666666;11.366666666666667
novella;trento;3606;4611;78;724;https://it.wikipedia.org/wiki/Novella_(Italia);38028;22253;https://www.comune.novella.tn.it/;https://it.wikipedia.org/wiki/Borgo_d%27Anaunia|https://it.wikipedia.org/wiki/Dambel|https://it.wikipedia.org/wiki/Sarnonico|https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Sanzeno;46°23′28.39″N;11°03′30.35″E;46.391219444444445;11.058430555555557
ospedaletto;trento;808;1673;48;360;https://it.wikipedia.org/wiki/Ospedaletto;38050;22130;http://www.comune.ospedaletto.tn.it;https://it.wikipedia.org/wiki/Cinte_Tesino|https://it.wikipedia.org/wiki/Grigno|https://it.wikipedia.org/wiki/Pieve_Tesino;46°02′36.56″N;11°33′10.48″E;46.04348888888889;11.552911111111111
ossana;trento;833;2532;33;1003;https://it.wikipedia.org/wiki/Ossana;38026;22131;https://www.comune.ossana.tn.it/;https://it.wikipedia.org/wiki/Carisolo|https://it.wikipedia.org/wiki/Peio|https://it.wikipedia.org/wiki/Pellizzano|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Vermiglio_(Italia);46°18′N;10°44′E;46.3;10.733333333333333
palù del fersina;trento;159;1682;945;1360;https://it.wikipedia.org/wiki/Pal%C3%B9_del_Fersina;38050;22133;http://www.comune.paludelfersina.tn.it/;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Bedollo|https://it.wikipedia.org/wiki/Fierozzo|https://it.wikipedia.org/wiki/Sant%27Orsola_Terme|https://it.wikipedia.org/wiki/Telve|https://it.wikipedia.org/wiki/Telve_di_Sopra|https://it.wikipedia.org/wiki/Torcegno;46°08′N;11°21′E;46.13333333333333;11.35
panchià;trento;814;2074;39;981;https://it.wikipedia.org/wiki/Panchi%C3%A0;38030;22134;http://www.comune.panchia.tn.it/;https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Predazzo|https://it.wikipedia.org/wiki/Tesero|https://it.wikipedia.org/wiki/Ziano_di_Fiemme;46°17′09.2″N;11°32′31.1″E;46.285888888888884;11.541972222222222
peio;trento;1794;16275;11;1173;https://it.wikipedia.org/wiki/Peio;38024;22136;http://www.comune.peio.tn.it;https://it.wikipedia.org/wiki/Ossana|https://it.wikipedia.org/wiki/Pellizzano|https://it.wikipedia.org/wiki/Rabbi_(comune)|https://it.wikipedia.org/wiki/Vermiglio_(Italia);46°21′19″N;10°41′21″E;46.35527777777778;10.689166666666667
pellizzano;trento;800;4927;16;925;https://it.wikipedia.org/wiki/Pellizzano;38020;22137;https://www.comune.pellizzano.tn.it/;https://it.wikipedia.org/wiki/Mezzana|https://it.wikipedia.org/wiki/Ossana|https://it.wikipedia.org/wiki/Peio|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Rabbi_(comune);46°18′34.93″N;10°45′34.66″E;46.30970277777777;10.759627777777778
pelugo;trento;397;2198;18;652;https://it.wikipedia.org/wiki/Pelugo;38079;22138;http://www.comune.pelugo.tn.it/;https://it.wikipedia.org/wiki/Massimeno|https://it.wikipedia.org/wiki/Porte_di_Rendena|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Strembo|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Valdaone;46°05′16.73″N;10°43′23.66″E;46.08798055555556;10.72323888888889
pergine valsugana;trento;21684;5405;401;482;https://it.wikipedia.org/wiki/Pergine_Valsugana;38057;22139;https://www.comune.pergine.tn.it/;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana|https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Calceranica_al_Lago|https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Civezzano|https://it.wikipedia.org/wiki/Fornace_(Italia)|https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Levico_Terme|https://it.wikipedia.org/wiki/Novaledo|https://it.wikipedia.org/wiki/Sant%27Orsola_Terme|https://it.wikipedia.org/wiki/Tenna_(comune)|https://it.wikipedia.org/wiki/Trento|https://it.wikipedia.org/wiki/Vignola-Falesina;46°04′N;11°14′E;46.06666666666667;11.233333333333333
pieve di bono-prezzo;trento;1456;2480;59;514;https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo;38085;22234;http://www.comune.pievedibono-prezzo.tn.it/;https://it.wikipedia.org/wiki/Borgo_Chiese|https://it.wikipedia.org/wiki/Castel_Condino|https://it.wikipedia.org/wiki/Ledro|https://it.wikipedia.org/wiki/Sella_Giudicarie|https://it.wikipedia.org/wiki/Valdaone;45°56′35″N;10°38′29″E;45.94305555555555;10.641388888888889
pieve tesino;trento;654;6974;938;843;https://it.wikipedia.org/wiki/Pieve_Tesino;38050;22142;http://www.comune.pievetesino.tn.it/;https://it.wikipedia.org/wiki/Bieno|https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme|https://it.wikipedia.org/wiki/Castello_Tesino|https://it.wikipedia.org/wiki/Cavalese|https://it.wikipedia.org/wiki/Cinte_Tesino|https://it.wikipedia.org/wiki/Ospedaletto|https://it.wikipedia.org/wiki/Panchi%C3%A0|https://it.wikipedia.org/wiki/Scurelle|https://it.wikipedia.org/wiki/Telve|https://it.wikipedia.org/wiki/Tesero|https://it.wikipedia.org/wiki/Ziano_di_Fiemme;46°04′08.62″N;11°36′32.69″E;46.06906111111111;11.609080555555556
pinzolo;trento;3039;6903;44;770;https://it.wikipedia.org/wiki/Pinzolo;38086;22143;http://www.comune.pinzolo.tn.it/;https://it.wikipedia.org/wiki/Caderzone_Terme|https://it.wikipedia.org/wiki/Carisolo|https://it.wikipedia.org/wiki/Commezzadura|https://it.wikipedia.org/wiki/Dimaro_Folgarida|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Mezzana|https://it.wikipedia.org/wiki/Ossana|https://it.wikipedia.org/wiki/Pellizzano|https://it.wikipedia.org/wiki/Stenico|https://it.wikipedia.org/wiki/Tre_Ville;46°09′35.64″N;10°45′57.6″E;46.1599;10.766
pomarolo;trento;2449;956;256;206;https://it.wikipedia.org/wiki/Pomarolo;38060;22144;http://www.comune.pomarolo.tn.it;https://it.wikipedia.org/wiki/Aldeno|https://it.wikipedia.org/wiki/Cimone_(comune)|https://it.wikipedia.org/wiki/Nomi_(Italia)|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Villa_Lagarina|https://it.wikipedia.org/wiki/Volano_(Italia);45°55′41.16″N;11°02′35.09″E;45.9281;11.043080555555555
porte di rendena;trento;1819;4120;44;608;https://it.wikipedia.org/wiki/Porte_di_Rendena;38094;22244;https://www.comune.portedirendena.tn.it/;https://it.wikipedia.org/wiki/Pelugo|https://it.wikipedia.org/wiki/Sella_Giudicarie|https://it.wikipedia.org/wiki/Tione_di_Trento|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Valdaone;46°04′44.47″N;10°42′58.07″E;46.07901944444445;10.716130555555555
predaia;trento;6903;7994;86;515;https://it.wikipedia.org/wiki/Predaia;38012;22230;http://www.comune.predaia.tn.it;https://it.wikipedia.org/wiki/Denno|https://it.wikipedia.org/wiki/Amblar-Don|https://it.wikipedia.org/wiki/Romeno_(Italia)|https://it.wikipedia.org/wiki/Rover%C3%A9_della_Luna|https://it.wikipedia.org/wiki/Sanzeno|https://it.wikipedia.org/wiki/Sfruz|https://it.wikipedia.org/wiki/Ville_d%27Anaunia|https://it.wikipedia.org/wiki/Ton;46°19′24.24″N;11°04′23.16″E;46.32340000000001;11.0731
predazzo;trento;4536;11031;41;1018;https://it.wikipedia.org/wiki/Predazzo;38037;22147;http://www.comune.predazzo.tn.it;https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Moena|https://it.wikipedia.org/wiki/Panchi%C3%A0|https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza|https://it.wikipedia.org/wiki/Tesero|https://it.wikipedia.org/wiki/Ziano_di_Fiemme;46°19′N;11°36′E;46.31666666666667;11.6
primiero san martino di castrozza;trento;4983;20004;25;710;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;38054;22245;http://www.comuneprimiero.tn.it/;https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Imer|https://it.wikipedia.org/wiki/Mezzano_(comune)|https://it.wikipedia.org/wiki/Moena|https://it.wikipedia.org/wiki/Predazzo|https://it.wikipedia.org/wiki/Sagron_Mis;46°10′37.56″N;11°49′47.28″E;46.177099999999996;11.8298
rabbi;trento;1372;13235;10;1095;https://it.wikipedia.org/wiki/Rabbi_(comune);38020;22150;http://www.comune.rabbi.tn.it/;https://it.wikipedia.org/wiki/Bresimo|https://it.wikipedia.org/wiki/Commezzadura|https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia)|https://it.wikipedia.org/wiki/Mezzana|https://it.wikipedia.org/wiki/Peio|https://it.wikipedia.org/wiki/Pellizzano;46°24′N;10°51′E;46.4;10.85
riva del garda;trento;17858;4073;438;73;https://it.wikipedia.org/wiki/Riva_del_Garda;38066;22153;http://www.comune.rivadelgarda.tn.it;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Ledro|https://it.wikipedia.org/wiki/Nago-Torbole|https://it.wikipedia.org/wiki/Tenno;45°53′N;10°51′E;45.88333333333333;10.85
romeno;trento;1497;907;165;961;https://it.wikipedia.org/wiki/Romeno_(Italia);38010;22155;https://www.comune.romeno.tn.it/;https://it.wikipedia.org/wiki/Amblar-Don|https://it.wikipedia.org/wiki/Cavareno|https://it.wikipedia.org/wiki/Dambel|https://it.wikipedia.org/wiki/Predaia|https://it.wikipedia.org/wiki/Sanzeno|https://it.wikipedia.org/wiki/Sarnonico;46°24′N;11°07′E;46.4;11.116666666666667
roncegno terme;trento;2940;3839;77;535;https://it.wikipedia.org/wiki/Roncegno_Terme;38050;22156;http://www.comune.roncegnoterme.tn.it;https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Fierozzo|https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Novaledo|https://it.wikipedia.org/wiki/Ronchi_Valsugana|https://it.wikipedia.org/wiki/Torcegno;46°03′03″N;11°24′36″E;46.05083333333333;11.41
ronchi valsugana;trento;451;985;46;776;https://it.wikipedia.org/wiki/Ronchi_Valsugana;38051;22157;http://www.comune.ronchi.tn.it/;https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Roncegno_Terme|https://it.wikipedia.org/wiki/Torcegno;46°04′N;11°26′E;46.06666666666667;11.433333333333334
ronzo-chienis;trento;1002;1340;75;974;https://it.wikipedia.org/wiki/Ronzo-Chienis;38060;22135;http://www.comune.ronzo-chienis.tn.it/;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Isera|https://it.wikipedia.org/wiki/Mori_(Italia)|https://it.wikipedia.org/wiki/Villa_Lagarina;45°53′28″N;10°57′02″E;45.89111111111111;10.950555555555555
ronzone;trento;482;584;83;1085;https://it.wikipedia.org/wiki/Ronzone;38010;22159;http://www.comune.ronzone.tn.it/;https://it.wikipedia.org/wiki/Borgo_d%27Anaunia|https://it.wikipedia.org/wiki/Ruffr%C3%A9-Mendola|https://it.wikipedia.org/wiki/Sarnonico;46°25′23.06″N;11°08′56.04″E;46.42307222222222;11.1489
roveré della luna;trento;1637;988;166;251;https://it.wikipedia.org/wiki/Rover%C3%A9_della_Luna;38030;22160;http://www.comune.roveredellaluna.tn.it;https://it.wikipedia.org/wiki/Mezzocorona|https://it.wikipedia.org/wiki/Predaia|https://it.wikipedia.org/wiki/Ton;46°15′N;11°10′E;46.25;11.166666666666666
rovereto;trento;40047;5187;772;204;https://it.wikipedia.org/wiki/Rovereto;38068;22161;http://www.comune.rovereto.tn.it;https://it.wikipedia.org/wiki/Ala_(Italia)|https://it.wikipedia.org/wiki/Calliano_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Folgaria|https://it.wikipedia.org/wiki/Isera|https://it.wikipedia.org/wiki/Mori_(Italia)|https://it.wikipedia.org/wiki/Nogaredo|https://it.wikipedia.org/wiki/Pomarolo|https://it.wikipedia.org/wiki/Terragnolo|https://it.wikipedia.org/wiki/Trambileno|https://it.wikipedia.org/wiki/Vallarsa|https://it.wikipedia.org/wiki/Villa_Lagarina|https://it.wikipedia.org/wiki/Volano_(Italia);45°53′00″N;11°02′03″E;45.88333333333333;11.034166666666666
ruffré-mendola;trento;420;677;62;1200;https://it.wikipedia.org/wiki/Ruffr%C3%A9-Mendola;38010;22162;http://www.comune.ruffre.tn.it/;https://it.wikipedia.org/wiki/Cavareno|https://it.wikipedia.org/wiki/Sarnonico|https://it.wikipedia.org/wiki/Ronzone;46°24′53.33″N;11°10′39.99″E;46.41481388888889;11.177774999999999
rumo;trento;788;3094;25;944;https://it.wikipedia.org/wiki/Rumo;38020;22163;http://www.comune.rumo.tn.it/;https://it.wikipedia.org/wiki/Bresimo|https://it.wikipedia.org/wiki/Novella_(Italia)|https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige);46°26′33.54″N;11°00′59.61″E;46.44264999999999;11.016558333333334
