istituto principale;scuola;tipo istituto;tipo gestione;dirigente;direttore;coordinatore pedagogico;indirizzo;comune;telefono;fax;email istituto;email dirigenza;email segreteria;sito web;codice miur
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tntd00701x
"istituto di istruzione ""m. curie"" - pergine valsugana";educazione per adulti relativa al primo ciclo;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnct703003
istituto comprensivo taio;"scuola primaria ""mons. a. negri"" tres";;a carattere statale/provinciale;maura zini;;;via nazionale -tres, 12 38012;predaia;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;tnee826055
istituto comprensivo mezzolombardo - paganella;"scuola secondaria di primo grado ""c. battisti"" andalo";;a carattere statale/provinciale;cinzia casna;;;piazza s vito, 1 38010;andalo;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;tnmm82403a
istituto comprensivo civezzano;scuola primaria seregnano civezzano;;a carattere statale/provinciale;venera munafo';;;frazione cogatti,   38045;civezzano;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;tnee817027
"liceo ""a. rosmini"" - rovereto";liceo classico;;a carattere statale/provinciale;paolo pendenza;;;corso bettini, 86 38068;rovereto;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;https://www.liceorosmini.eu;tnpc02000a
istituto comprensivo alta val di sole;"scuola primaria ""e. bezzi"" ossana";;a carattere statale/provinciale;franco vanin;;;via di s antonio, 21 38026;ossana;0463/751261;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;tnee832029
istituto comprensivo giudicarie esteriori;scuola primaria campo lomaso;;a carattere statale/provinciale;bruno gentilini;;;frazione campo lomaso - lomaso,  1 38070;comano terme;0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnee83704e
"istituto di istruzione ""la rosa bianca"" - cavalese";;istituzione scolastica e formativa;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tnis00100p
istituto comprensivo mezzolombardo - paganella;"scuola secondaria di primo grado ""a. eccher dall'eco"" mezzolombardo";;a carattere statale/provinciale;cinzia casna;;;via degli alpini, 17 38017;mezzolombardo;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;tnmm824018
istituto comprensivo mezzocorona;"scuola primaria ""f.lli bronzetti"" rovere' della luna";;a carattere statale/provinciale;paola sigmund;;;via rosmini, 5/a 38030;rovere' della luna;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;tnee82305n
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tntd002505
istituto comprensivo cembra;;istituzione scolastica e formativa;a carattere statale/provinciale;stefano chesini;;;via negritelle - cembra, 1 38034;cembra lisignago;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;tnic82200g
istituto comprensivo strigno e tesino;scuola primaria samone;;a carattere statale/provinciale;giuliana sighel;;;via delle praele, 21 38059;samone;0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnee80104q
istituto comprensivo taio;"scuola secondaria di primo grado ""f. barbacovi"" taio";;a carattere statale/provinciale;maura zini;;;via degli alpini - taio, 17 38012;predaia;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;tnmm82601x
istituto comprensivo trento 6;"scuola primaria ""san vigilio"" vela";;a carattere statale/provinciale;chiara ghetta;;;localita la vela, 3 38121;trento;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnee85803e
"liceo linguistico ""s. m. scholl"" - trento";liceo linguistico;;a carattere statale/provinciale;chiara motter;;;via mattioli, 8 38122;trento;0461914499;0461915472;linguisticotrento@pec.provincia.tn.it;dir.linguisticotrento@scuole.provincia.tn.it;segr.linguisticotrento@scuole.provincia.tn.it;https://www.linguisticotrento.it;tnps11000q
istituto comprensivo centro valsugana;"scuola primaria ""p. martinelli"" roncegno terme";;a carattere statale/provinciale;loredana montanaro;;;via baldessari, 15 38050;roncegno terme;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnee813075
istituto comprensivo riva 1;"scuola primaria ""n. pernici"" riva del garda";;a carattere statale/provinciale;paola bortolotti;;;viale pernici, 21 38066;riva del garda;0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;tnee841013
"istituto comprensivo pergine 2 ""c. freinet""";"scuola primaria ""g. rodari"" pergine valsugana";;a carattere statale/provinciale;stefano morelato;;;via chimelli, 10 38057;pergine valsugana;0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;tnee81501e
"liceo ""a. rosmini"" - rovereto";liceo linguistico;;a carattere statale/provinciale;paolo pendenza;;;corso bettini, 86 38068;rovereto;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;https://www.liceorosmini.eu;tnpc02000a
istituto comprensivo cembra;"scuola primaria ""don l. milani"" lases";;a carattere statale/provinciale;stefano chesini;;;via principale, 43 38040;lona-lases;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;tnee82206v
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;alfredo romantini;;;via iv novembre, 35 38023;cles;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;tntd10050a
istituto comprensivo mezzocorona;"scuola primaria ""a. degasperi"" mezzocorona";;a carattere statale/provinciale;paola sigmund;;;via dante, 9 38016;mezzocorona;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;tnee82304l
istituto comprensivo civezzano;"scuola primaria ""a. girardi"" fornace";;a carattere statale/provinciale;venera munafo';;;via dei mori, 2 38040;fornace;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;tnee817038
istituto comprensivo giudicarie esteriori;scuola primaria rango bleggio superiore;;a carattere statale/provinciale;bruno gentilini;;;frazione rango,   38071;bleggio superiore;0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnee83702c
"istituto di istruzione ""m. martini"" - mezzolombardo";liceo scientifico opzione scienze applicate;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tnps00301r
istituto comprensivo mezzolombardo - paganella;"scuola primaria ""don l. rossi"" fai della paganella";;a carattere statale/provinciale;cinzia casna;;;via villa, 21 38010;fai della paganella;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;tnee82405d
istituto comprensivo civezzano;scuola secondaria di primo grado albiano;;a carattere statale/provinciale;venera munafo';;;via manzoni, 10 38041;albiano;0461/858485;0461/858901;ic.civezzano@pec.provincia.tn.it;dir.i.c.civezzano@scuole.provincia.tn.it;segr.i.c.civezzano@scuole.provincia.tn.it;https://www.iccivezzano.eu;tnmm817026
istituto comprensivo cavalese;scuola primaria molina di fiemme;;a carattere statale/provinciale;roberto trolli;;;via segherie, 64/b 38030;castello-molina di fiemme;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;tnee80904a
"istituto di istruzione ""m. martini"" - mezzolombardo";istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tntd00301l
istituto comprensivo rovereto est;"scuola primaria ""n. valduga"" terragnolo";;a carattere statale/provinciale;michele rosa;;;frazione piazza di terragnolo, 18 38060;terragnolo;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;tnee85304c
istituto comprensivo taio;"scuola secondaria di primo grado ""f. barbacovi"" coredo";;a carattere statale/provinciale;maura zini;;;via delle scuole - coredo,  6 38012;predaia;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;tnmm826021
collegio arcivescovile c.endrici - trento;istituto tecnico per il settore economico;;paritaria/equiparata;christian bonazza;bruno daves;;via monsignor  endrici, 23 38122;trento;0461/1731200;0461/1731288;collegioarcivescovile@pec.it;collegioarcivescovile@arcivescoviletrento.it;didatticatn@arcivescoviletrento.it;https://www.arcivescoviletrento.it;tntd37500f
istituto comprensivo riva 1;"scuola secondaria di primo grado ""d. chiesa"" riva del garda";;a carattere statale/provinciale;paola bortolotti;;;viale damiano chiesa, 10 38066;riva del garda;0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;tnmm841012
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tntd00201r
istituto comprensivo strigno e tesino;scuola primaria strigno;;a carattere statale/provinciale;giuliana sighel;;;piazza iv novembre - strigno, 12/a 38059;castel ivano;0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnee80106t
istituto comprensivo valle dei laghi - dro;scuola primaria pietramurata;;a carattere statale/provinciale;alessandro fabris;;;piazza mercato,   38074;dro;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;tnee844101
istituto salesiano maria ausiliatrice - trento;scuola secondaria di primo grado maria ausiliatrice trento;;paritaria/equiparata;lara pisetta;;;via barbacovi, 22 38122;trento;0461/885555;;sdbtrento@pcert.postecert.it;;segreteria@sdbtrento.it;https://www.sdbtrento.it;tn1m00500b
"istituto di istruzione ""l. guetti"" - tione di trento";liceo scientifico;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tnps007014
istituto comprensivo centro valsugana;scuola primaria ronchi valsugana;;a carattere statale/provinciale;loredana montanaro;;;via marchi, 14 38050;ronchi valsugana;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnee813109
istituto comprensivo riva 1;scuola primaria s. alessandro riva del garda;;a carattere statale/provinciale;paola bortolotti;;;via s alessandro, 11 38066;riva del garda;0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;tnee841057
istituto comprensivo lavis;scuola primaria pressano lavis;;a carattere statale/provinciale;francesca lasaracina;;;via pilati, 31 38015;lavis;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;tnee825026
"istituto di istruzione ""l. guetti"" - tione di trento";educazione per adulti relativa al primo ciclo;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tnct711002
istituto comprensivo bassa anaunia - tuenno;scuola primaria tassullo;;a carattere statale/provinciale;licia campi;;;piazza pilati - tassullo, 6 38019;ville d'anaunia;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;tnee82908q
istituto comprensivo di scuola primaria e secondaria di primiero;;istituzione scolastica e formativa;a carattere statale/provinciale;maria prodi;;;via delle fonti - transacqua, 10 38054;primiero san martino di castrozza;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnic810009
"istituto comprensivo riva 2 ""l. pizzini""";"scuola secondaria di primo grado ""s. sighele"" riva del garda";;a carattere statale/provinciale;maurizio caproni;;;piazza contini, 8 38066;riva del garda;0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;tnmm84201t
istituto comprensivo valle dei laghi - dro;scuola primaria cavedine;;a carattere statale/provinciale;alessandro fabris;;;via don negri, 21 38073;cavedine;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;tnee84406q
istituto comprensivo pergine 1;"scuola secondaria di primo grado ""c. andreatta"" pergine valsugana";;a carattere statale/provinciale;daniela fruet;;;via caduti, 39 38057;pergine valsugana;0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;tnmm81401n
cooperativa sociale sacra famiglia onlus;scuola primaria sacra famiglia trento;;paritaria/equiparata;marcello sottopietra;;;via della saluga, 7 38121;trento;0461/080041;;cooperativasacrafamiglia@pec.it;segreteria@sacrafamigliatrento.it;segreteria@sacrafamigliatrento.it;https://www.sacrafamigliatrento.it;tn1e005006
istituto comprensivo mezzocorona;"scuola primaria ""f. biasi"" s.michele all'adige";;a carattere statale/provinciale;paola sigmund;;;via biasi, 1 38010;san michele all'adige;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;https://www.icmezzocorona.it;tnee82302e
istituto comprensivo alta val di sole;scuola primaria cogolo di peio;;a carattere statale/provinciale;franco vanin;;;via rosmini, 6 38024;peio;0463/754498;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;tnee83204b
istituto comprensivo valle dei laghi - dro;scuola primaria sarche calavino;;a carattere statale/provinciale;alessandro fabris;;;via caffaro - sarche - calavino, 2 38076;madruzzo;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;tnee84401e
istituto comprensivo levico terme;"scuola secondaria di primo grado ""g. b. de gasparis"" levico terme";;a carattere statale/provinciale;ezio montibeller;;;via della pace, 5 38056;levico terme;0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;tnmm818011
istituto comprensivo alta val di sole;;istituzione scolastica e formativa;a carattere statale/provinciale;franco vanin;;;via s michele, 11 38026;ossana;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;tnic832006
"societa' cooperativa a r.l. ""i. de carneri"" oxford civezzano";istituto tecnico per il settore tecnologico;;paritaria/equiparata;giovanni scalfi;claudio march;;via murialdo, 30 38045;civezzano;0461/857003;0461/857284;oxford@pec.cooperazionetrentina.it;;info@istitutodecarneri.it;https://www.istitutodecarneri.it;tnte045005
"istituto di istruzione ""la rosa bianca"" - cavalese";istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tntl00101b
istituto comprensivo cavalese;"scuola secondaria di primo grado ""g. segantini"" cavalese";;a carattere statale/provinciale;roberto trolli;;;piazza verdi, 6 38033;cavalese;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;tnmm809016
"liceo ""a. rosmini"" - rovereto";;istituzione scolastica e formativa;a carattere statale/provinciale;paolo pendenza;;;corso bettini, 86 38068;rovereto;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;https://www.liceorosmini.eu;tnpc02000a
"istituto comprensivo pergine 2 ""c. freinet""";;istituzione scolastica e formativa;a carattere statale/provinciale;stefano morelato;;;via amstetten, 4 38057;pergine valsugana;0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;tnic81500c
istituto comprensivo strigno e tesino;scuola secondaria di primo grado castello tesino;;a carattere statale/provinciale;giuliana sighel;;;via battisti, 2 38053;castello tesino;0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnmm80101g
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo delle scienze umane;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnps00401l
"istituto comprensivo del chiese ""don l. milani""";"scuola primaria ""padre c. gnesotti"" storo";;a carattere statale/provinciale;romeo collini;;;via papaleoni, 5 38089;storo;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnee83804a
istituto comprensivo bassa anaunia - tuenno;scuola primaria flavon;;a carattere statale/provinciale;licia campi;;;via nazionale - flavon,   38010;contá;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;tnee82906n
istituto comprensivo riva 1;scuola primaria nago torbole;;a carattere statale/provinciale;paola bortolotti;;;via de bonetti,   38069;nago-torbole;0464/553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;tnee841035
"istituto comprensivo cles ""b. clesio""";"scuola primaria ""o.focherini m.marchesi"" mione rumo";;a carattere statale/provinciale;massimo gaburro;;;via di ronco - mione, 17 38020;rumo;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;tnee83103e
istituto comprensivo giudicarie esteriori;;istituzione scolastica e formativa;a carattere statale/provinciale;bruno gentilini;;;via s giovanni bosco - ponte arche - bleggio inferiore, 14 38070;comano terme;0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnic837009
"istituto di istruzione ""a. degasperi"" - borgo valsugana";liceo scientifico;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tnps002011
"liceo ""a. rosmini"" - rovereto";liceo scientifico opzione scienze applicate;;a carattere statale/provinciale;paolo pendenza;;;corso bettini, 86 38068;rovereto;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;https://www.liceorosmini.eu;tnpc02000a
istituto comprensivo pergine 1;scuola primaria canezza;;a carattere statale/provinciale;daniela fruet;;;via delle scuole, 4 38057;pergine valsugana;0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;tnee81403r
centro formazione professionale opera armida barelli - levico;settore servizi;;paritaria/equiparata;bernardo zanoner;michele linardi;;viale roma, 61 38056;levico terme;0461/706145;0461/701940;cfplevico@pec.operaarmidabarelli.org;;cfplevico@operaarmidabarelli.org;https://www.operaarmidabarelli.org;tnfp272sta
istituto comprensivo pergine 1;scuola primaria s.felice fierozzo;;a carattere statale/provinciale;daniela fruet;;;maso ronca, 1 38050;fierozzo - vlarötz;0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;tnee81401p
istituto comprensivo mezzolombardo - paganella;scuola primaria andalo;;a carattere statale/provinciale;cinzia casna;;;piazza s vito, 1 38010;andalo;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;tnee82406e
"istituto comprensivo cles ""b. clesio""";"scuola secondaria di primo grado ""v. inama"" cles";;a carattere statale/provinciale;massimo gaburro;;;via chini, 31 38023;cles;0463/421457;0463/424830;ic.cles@pec.provincia.tn.it;dir.ic.cles@scuole.provincia.tn.it;segr.ic.cles@scuole.provincia.tn.it;https://www.iccles.it;tnmm83101b
istituto comprensivo strigno e tesino;"scuola primaria ""a. degasperi"" pieve tesino";;a carattere statale/provinciale;giuliana sighel;;;via brigata abruzzi, 6 38050;pieve tesino;0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnee80102n
"istituto comprensivo del chiese ""don l. milani""";;istituzione scolastica e formativa;a carattere statale/provinciale;romeo collini;;;via papaleoni, 5 38089;storo;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnic838005
"societa' cooperativa a r.l. ""i. de carneri"" oxford civezzano";settore servizi;;paritaria/equiparata;giovanni scalfi;claudio march;;via murialdo, 30 38045;civezzano;0461/857003;0461/857284;oxford@pec.cooperazionetrentina.it;;info@istitutodecarneri.it;https://www.istitutodecarneri.it;tnfp269sta
istituto comprensivo alta val di sole;scuola primaria commezzadura;;a carattere statale/provinciale;franco vanin;;;via del comun, 5 38020;commezzadura;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;tnee83208g
"liceo scientifico ""g. galilei"" - trento";;istituzione scolastica e formativa;a carattere statale/provinciale;elena ruggieri;;;viale bolognini, 88 38122;trento;0461/913479;0461/913367;galilei@pec.provincia.tn.it;dir.liceogalilei@scuole.provincia.tn.it;segr.liceogalilei@scuole.provincia.tn.it;https://www.lsgalilei.org/;tnps01000v
