school;address;municipality;telephone;institute email;miur code;vivoscuola institute link;wikipedia municipality link;vivoscuola school link
scuola primaria aldeno;via xxv aprile, 1/a 38060;aldeno;0461842264;ic.aldeno-mattarello@pec.provincia.tn.it;tnee82102v;https://www.vivoscuola.it/content/view/full/29425;https://it.wikipedia.org/wiki/Aldeno;https://www.vivoscuola.it/content/view/full/29426
scuola primaria cimone;frazione petrolli, 37 38060;cimone;0461855215;ic.aldeno-mattarello@pec.provincia.tn.it;tnee82103x;https://www.vivoscuola.it/content/view/full/29425;https://it.wikipedia.org/wiki/Cimone_(comune);https://www.vivoscuola.it/content/view/full/29427
scuola primaria mattarello;via poli, 11 38123;trento;0461945376;ic.aldeno-mattarello@pec.provincia.tn.it;tnee821041;https://www.vivoscuola.it/content/view/full/29425;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29428
scuola primaria romagnano trento;via ai comuni, 6 38123;trento;0461349119;ic.aldeno-mattarello@pec.provincia.tn.it;tnee82101t;https://www.vivoscuola.it/content/view/full/29425;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29429
"scuola secondaria di primo grado ""a. fogazzaro"" mattarello";via della torre franca, 1 38123;trento;0461945237;ic.aldeno-mattarello@pec.provincia.tn.it;tnmm82102t;https://www.vivoscuola.it/content/view/full/29425;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29430
scuola secondaria di primo grado aldeno;via xxv aprile, 1 38060;aldeno;0461842823;ic.aldeno-mattarello@pec.provincia.tn.it;tnmm82101r;https://www.vivoscuola.it/content/view/full/29425;https://it.wikipedia.org/wiki/Aldeno;https://www.vivoscuola.it/content/view/full/29431
"scuola primaria ""e. bezzi"" ossana";via di s antonio, 21 38026;ossana;0463751261;ic.altavaldisole@pec.provincia.tn.it;tnee832029;https://www.vivoscuola.it/content/view/full/29432;https://it.wikipedia.org/wiki/Ossana;https://www.vivoscuola.it/content/view/full/29433
scuola primaria cogolo di peio;via rosmini, 6 38024;peio;0463754498;ic.altavaldisole@pec.provincia.tn.it;tnee83204b;https://www.vivoscuola.it/content/view/full/29432;https://it.wikipedia.org/wiki/Peio;https://www.vivoscuola.it/content/view/full/29434
scuola primaria commezzadura;via del comun, 5 38020;commezzadura;0463751129;ic.altavaldisole@pec.provincia.tn.it;tnee83208g;https://www.vivoscuola.it/content/view/full/29432;https://it.wikipedia.org/wiki/Commezzadura;https://www.vivoscuola.it/content/view/full/29435
scuola primaria passo tonale;via nazionale, 12/c 38029;vermiglio;0364903859;ic.altavaldisole@pec.provincia.tn.it;tnee83207e;https://www.vivoscuola.it/content/view/full/29432;https://it.wikipedia.org/wiki/Vermiglio_(Italia);https://www.vivoscuola.it/content/view/full/29436
scuola primaria vermiglio;via senatore kessler, 5 38029;vermiglio;0463758373;ic.altavaldisole@pec.provincia.tn.it;tnee83206d;https://www.vivoscuola.it/content/view/full/29432;https://it.wikipedia.org/wiki/Vermiglio_(Italia);https://www.vivoscuola.it/content/view/full/29438
"scuola secondaria di primo grado ""c. zanella"" fucine di ossana";via s michele, 11 38026;ossana;0463751129;ic.altavaldisole@pec.provincia.tn.it;tnmm832017;https://www.vivoscuola.it/content/view/full/29432;https://it.wikipedia.org/wiki/Ossana;https://www.vivoscuola.it/content/view/full/29439
"scuola primaria ""a.de valentini"" calliano";via degasperi, 4 38060;calliano;0464410475;ic.altavallagarina@pec.provincia.tn.it;tnee86002d;https://www.vivoscuola.it/content/view/full/29440;https://it.wikipedia.org/wiki/Calliano_(Trentino-Alto_Adige);https://www.vivoscuola.it/content/view/full/29441
"scuola primaria ""g. tovazzi"" volano";via stazione, 30 38060;volano;0464410475;ic.altavallagarina@pec.provincia.tn.it;tnee86003e;https://www.vivoscuola.it/content/view/full/29440;https://it.wikipedia.org/wiki/Volano_(Italia);https://www.vivoscuola.it/content/view/full/29442
"scuola primaria ""s. pellico"" besenello";via degasperi, 2 38060;besenello;0464410475;ic.altavallagarina@pec.provincia.tn.it;tnee86001c;https://www.vivoscuola.it/content/view/full/29440;https://it.wikipedia.org/wiki/Besenello;https://www.vivoscuola.it/content/view/full/29443
"scuola secondaria di primo grado ""alta vallagarina"" volano";via manzoni, 3 38068;rovereto;0464410475;ic.altavallagarina@pec.provincia.tn.it;tnmm86001b;https://www.vivoscuola.it/content/view/full/29440;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29444
"scuola primaria  ""abramo andreatta"" bedollo";via s osvaldo, 5 38043;bedollo;0461556844;ic.pine@pec.provincia.tn.it;tnee81605e;https://www.vivoscuola.it/content/view/full/29445;https://it.wikipedia.org/wiki/Bedollo;https://www.vivoscuola.it/content/view/full/29446
"scuola primaria ""g. dallafior"" baselga di pine'";via delle scuole, 15 38042;baselga di piné;0461558317;ic.pine@pec.provincia.tn.it;tnee81601a;https://www.vivoscuola.it/content/view/full/29445;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9;https://www.vivoscuola.it/content/view/full/29447
"scuola primaria ""g. verdi"" miola baselga di pine'";via della chiesa, 3 38042;baselga di piné;0461558300;ic.pine@pec.provincia.tn.it;tnee81602b;https://www.vivoscuola.it/content/view/full/29445;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9;https://www.vivoscuola.it/content/view/full/29448
"scuola secondaria di primo grado ""don giuseppe tarter""baselga di pine'";via del xxvi maggio - baselga, 6 38042;baselga di piné;0461557138;ic.pine@pec.provincia.tn.it;tnmm816019;https://www.vivoscuola.it/content/view/full/29445;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9;https://www.vivoscuola.it/content/view/full/29449
"scuola primaria ""g. segantini"" arco";via nas, 28 38062;arco;0464532947;ic.arco@pec.provincia.tn.it;tnee840039;https://www.vivoscuola.it/content/view/full/29450;https://it.wikipedia.org/wiki/Arco_(Italia);https://www.vivoscuola.it/content/view/full/29451
scuola primaria bolognano;viale stazione, 2 38062;arco;0464518610;ic.arco@pec.provincia.tn.it;tnee840017;https://www.vivoscuola.it/content/view/full/29450;https://it.wikipedia.org/wiki/Arco_(Italia);https://www.vivoscuola.it/content/view/full/29452
scuola primaria massone;via maffei - san martino, 2 38062;arco;0464516679;ic.arco@pec.provincia.tn.it;tnee840028;https://www.vivoscuola.it/content/view/full/29450;https://it.wikipedia.org/wiki/Arco_(Italia);https://www.vivoscuola.it/content/view/full/29453
scuola primaria romarzollo;via fossa, 8 38062;arco;0464516187;ic.arco@pec.provincia.tn.it;tnee84004a;https://www.vivoscuola.it/content/view/full/29450;https://it.wikipedia.org/wiki/Arco_(Italia);https://www.vivoscuola.it/content/view/full/29454
"scuola secondaria di primo grado ""n. d'arco"" arco";localita prabi,   38062;arco;0464516429;ic.arco@pec.provincia.tn.it;tnmm840016;https://www.vivoscuola.it/content/view/full/29450;https://it.wikipedia.org/wiki/Arco_(Italia);https://www.vivoscuola.it/content/view/full/29455
scuola primaria avio;via perotti, 47 38063;avio;0464684117;ic.avio@pec.provincia.tn.it;tnee847012;https://www.vivoscuola.it/content/view/full/29456;https://it.wikipedia.org/wiki/Avio;https://www.vivoscuola.it/content/view/full/29457
scuola primaria sabbionara di avio;piazza conciliazione,  1 38063;avio;0464684067;ic.avio@pec.provincia.tn.it;tnee847023;https://www.vivoscuola.it/content/view/full/29456;https://it.wikipedia.org/wiki/Avio;https://www.vivoscuola.it/content/view/full/29458
"scuola secondaria di primo grado ""d. alighieri"" avio";viale degasperi, 69 38063;avio;0464684029;ic.avio@pec.provincia.tn.it;tnmm847011;https://www.vivoscuola.it/content/view/full/29456;https://it.wikipedia.org/wiki/Avio;https://www.vivoscuola.it/content/view/full/29459
"scuola primaria ""m. pezzi"" campodenno";via s maurizio, 3 38010;campodenno;0461655783;ic.bassaanaunia@pec.provincia.tn.it;tnee82901c;https://www.vivoscuola.it/content/view/full/29461;https://it.wikipedia.org/wiki/Campodenno;https://www.vivoscuola.it/content/view/full/29462
"scuola primaria ""mons. s. weber"" denno";via colle verde, 3 38010;denno;0461655783;ic.bassaanaunia@pec.provincia.tn.it;tnee82903e;https://www.vivoscuola.it/content/view/full/29461;https://it.wikipedia.org/wiki/Denno;https://www.vivoscuola.it/content/view/full/29463
"scuola primaria ""v. maistrelli"" tuenno";via maistrelli - tuenno, 11 38019;ville d'anaunia;0461655783;ic.bassaanaunia@pec.provincia.tn.it;tnee82907p;https://www.vivoscuola.it/content/view/full/29461;https://it.wikipedia.org/wiki/Ville_d%27Anaunia;https://www.vivoscuola.it/content/view/full/29464
scuola primaria flavon;via nazionale - flavon,   38010;contà;0461655783;ic.bassaanaunia@pec.provincia.tn.it;tnee82906n;https://www.vivoscuola.it/content/view/full/29461;https://it.wikipedia.org/wiki/Cont%C3%A0;https://www.vivoscuola.it/content/view/full/29465
scuola primaria tassullo;piazza pilati - tassullo, 6 38019;ville d'anaunia;0461655783;ic.bassaanaunia@pec.provincia.tn.it;tnee82908q;https://www.vivoscuola.it/content/view/full/29461;https://it.wikipedia.org/wiki/Ville_d%27Anaunia;https://www.vivoscuola.it/content/view/full/29466
scuola primaria vigo ton;piazza guardi, 7 38010;ton;0461655783;ic.bassaanaunia@pec.provincia.tn.it;tnee82905l;https://www.vivoscuola.it/content/view/full/29461;https://it.wikipedia.org/wiki/Ton;https://www.vivoscuola.it/content/view/full/29467
"scuola secondaria di primo grado ""e. leonardi"" tuenno";via maistrelli - tuenno, 11 38019;ville d'anaunia;0461655783;ic.bassaanaunia@pec.provincia.tn.it;tnmm82902c;https://www.vivoscuola.it/content/view/full/29461;https://it.wikipedia.org/wiki/Ville_d%27Anaunia;https://www.vivoscuola.it/content/view/full/29468
"scuola secondaria di primo grado ""v. vielmetti"" denno";via colle verde, 3 38010;denno;0461655783;ic.bassaanaunia@pec.provincia.tn.it;tnmm82901b;https://www.vivoscuola.it/content/view/full/29461;https://it.wikipedia.org/wiki/Denno;https://www.vivoscuola.it/content/view/full/29469
"scuola primaria ""b. pezzen"" croviana";via delle scuole, 25 38027;croviana;0463901237;ic.bassavaldisole@pec.provincia.tn.it;tnee833036;https://www.vivoscuola.it/content/view/full/29470;https://it.wikipedia.org/wiki/Croviana;https://www.vivoscuola.it/content/view/full/29471
"scuola primaria ""c. cristoforetti"" male'";via alla croce, 17 38027;malé;0463901237;ic.bassavaldisole@pec.provincia.tn.it;tnee833058;https://www.vivoscuola.it/content/view/full/29470;https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia);https://www.vivoscuola.it/content/view/full/29472
scuola primaria caldes;via al castello, 26 38022;caldes;0463901237;ic.bassavaldisole@pec.provincia.tn.it;tnee833014;https://www.vivoscuola.it/content/view/full/29470;https://it.wikipedia.org/wiki/Caldes;https://www.vivoscuola.it/content/view/full/29473
scuola primaria dimaro;piazza madonna della pace - dimaro, 14 38025;dimaro folgarida;0463901237;ic.bassavaldisole@pec.provincia.tn.it;tnee833047;https://www.vivoscuola.it/content/view/full/29470;https://it.wikipedia.org/wiki/Dimaro_Folgarida;https://www.vivoscuola.it/content/view/full/29474
scuola primaria s.bernardo rabbi;frazione san bernardo,   38020;rabbi;0463901237;ic.bassavaldisole@pec.provincia.tn.it;tnee83307a;https://www.vivoscuola.it/content/view/full/29470;https://it.wikipedia.org/wiki/Rabbi_(comune);https://www.vivoscuola.it/content/view/full/29475
"scuola secondaria di primo grado ""g. ciccolini"" male'";via taddei de mauris, 4 38027;malé;0463901237;ic.bassavaldisole@pec.provincia.tn.it;tnmm833013;https://www.vivoscuola.it/content/view/full/29470;https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia);https://www.vivoscuola.it/content/view/full/29476
"scuola primaria ""rita levi montalcini"" borgo valsugana";via temanza, 13/c 38051;borgo valsugana;0461753179;ic.borgovalsugana@pec.provincia.tn.it;tnee812046;https://www.vivoscuola.it/content/view/full/29477;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29478
scuola primaria grigno;viale trento, 2 38055;grigno;0461753179;ic.borgovalsugana@pec.provincia.tn.it;tnee812024;https://www.vivoscuola.it/content/view/full/29477;https://it.wikipedia.org/wiki/Grigno;https://www.vivoscuola.it/content/view/full/29479
"scuola secondaria di primo grado ""ora e veglia"" borgo valsugana";via spagolla, 1 38051;borgo valsugana;0461753179;ic.borgovalsugana@pec.provincia.tn.it;tnmm812012;https://www.vivoscuola.it/content/view/full/29477;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29480
"scuola secondaria di primo grado ""s. fante"" grigno";viale trento,   38055;grigno;0461753179;ic.borgovalsugana@pec.provincia.tn.it;tnmm812023;https://www.vivoscuola.it/content/view/full/29477;https://it.wikipedia.org/wiki/Grigno;https://www.vivoscuola.it/content/view/full/29481
scuola primaria brentonico;via calzolari - localita fontana, 2 38060;brentonico;0464395189;ic.brentonico@pec.provincia.tn.it;tnee861018;https://www.vivoscuola.it/content/view/full/63288;https://it.wikipedia.org/wiki/Brentonico;https://www.vivoscuola.it/content/view/full/63289
scuola secondaria di primo grado brentonico;via calzolari - localita fontana, 2 38060;brentonico;0464395189;ic.brentonico@pec.provincia.tn.it;tnmm861017;https://www.vivoscuola.it/content/view/full/63288;https://it.wikipedia.org/wiki/Brentonico;https://www.vivoscuola.it/content/view/full/65577
scuola primaria capriana;piazza scuole, 1 38030;capriana;0462340314;ic.cavalese@pec.provincia.tn.it;tnee809017;https://www.vivoscuola.it/content/view/full/29482;https://it.wikipedia.org/wiki/Capriana;https://www.vivoscuola.it/content/view/full/29483
scuola primaria carano;via giovanelli, 2 38033;ville di fiemme;0462340314;ic.cavalese@pec.provincia.tn.it;tnee809028;https://www.vivoscuola.it/content/view/full/29482;https://it.wikipedia.org/wiki/Ville_di_Fiemme;https://www.vivoscuola.it/content/view/full/29484
scuola primaria casatta valfloriana;frazione casatta, 18/a 38040;valfloriana;0462340314;ic.cavalese@pec.provincia.tn.it;tnee80908e;https://www.vivoscuola.it/content/view/full/29482;https://it.wikipedia.org/wiki/Valfloriana;https://www.vivoscuola.it/content/view/full/29485
scuola primaria castello di fiemme;via roma, 40 38030;castello-molina di fiemme;0462340314;ic.cavalese@pec.provincia.tn.it;tnee809039;https://www.vivoscuola.it/content/view/full/29482;https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme;https://www.vivoscuola.it/content/view/full/29486
scuola primaria cavalese;largo bosin, 2 38033;cavalese;0462340314;ic.cavalese@pec.provincia.tn.it;tnee80905b;https://www.vivoscuola.it/content/view/full/29482;https://it.wikipedia.org/wiki/Cavalese;https://www.vivoscuola.it/content/view/full/29487
scuola primaria masi cavalese;via damiano chiesa, 110 38033;cavalese;0462340314;ic.cavalese@pec.provincia.tn.it;tnee80906c;https://www.vivoscuola.it/content/view/full/29482;https://it.wikipedia.org/wiki/Cavalese;https://www.vivoscuola.it/content/view/full/29488
scuola primaria molina di fiemme;via segherie, 64/b 38030;castello-molina di fiemme;0462340314;ic.cavalese@pec.provincia.tn.it;tnee80904a;https://www.vivoscuola.it/content/view/full/29482;https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme;https://www.vivoscuola.it/content/view/full/29489
scuola primaria varena;via mercato, 10 38030;ville di fiemme;0462340314;ic.cavalese@pec.provincia.tn.it;tnee80909g;https://www.vivoscuola.it/content/view/full/29482;https://it.wikipedia.org/wiki/Ville_di_Fiemme;https://www.vivoscuola.it/content/view/full/29490
"scuola secondaria di primo grado ""g. segantini"" cavalese";piazza verdi, 6 38033;cavalese;0462340314;ic.cavalese@pec.provincia.tn.it;tnmm809016;https://www.vivoscuola.it/content/view/full/29482;https://it.wikipedia.org/wiki/Cavalese;https://www.vivoscuola.it/content/view/full/29491
"scuola primaria ""don l. milani"" lases";via principale, 43 38040;lona-lases;0461683006;ic.cembra@pec.provincia.tn.it;tnee82206v;https://www.vivoscuola.it/content/view/full/29492;https://it.wikipedia.org/wiki/Lona-Lases;https://www.vivoscuola.it/content/view/full/29493
"scuola primaria ""p. marconi"" faver";via campagna - faver, 1 38030;altavalle;0461683006;ic.cembra@pec.provincia.tn.it;tnee82202p;https://www.vivoscuola.it/content/view/full/29492;https://it.wikipedia.org/wiki/Altavalle;https://www.vivoscuola.it/content/view/full/29494
"scuola primaria ""p. sartori"" sover";piazza s lorenzo, 10 38048;sover;0461683006;ic.cembra@pec.provincia.tn.it;tnee822081;https://www.vivoscuola.it/content/view/full/29492;https://it.wikipedia.org/wiki/Sover;https://www.vivoscuola.it/content/view/full/29495
scuola primaria cembra;via dei ciclamini - cembra, 1/1 38034;cembra lisignago;0461683006;ic.cembra@pec.provincia.tn.it;tnee82201n;https://www.vivoscuola.it/content/view/full/29492;https://it.wikipedia.org/wiki/Cembra_Lisignago;https://www.vivoscuola.it/content/view/full/29496
scuola primaria stedro segonzano;frazione stedro, 68 38047;segonzano;0461683006;ic.cembra@pec.provincia.tn.it;tnee82207x;https://www.vivoscuola.it/content/view/full/29492;https://it.wikipedia.org/wiki/Segonzano;https://www.vivoscuola.it/content/view/full/29497
scuola primaria verla giovo;via dell oratorio, 15 38030;giovo;0461683006;ic.cembra@pec.provincia.tn.it;tnee82203q;https://www.vivoscuola.it/content/view/full/29492;https://it.wikipedia.org/wiki/Giovo;https://www.vivoscuola.it/content/view/full/29498
"scuola secondaria di primo grado ""a. vielmetti"" cembra";via negritelle - cembra, 1 38034;cembra lisignago;0461683006;ic.cembra@pec.provincia.tn.it;tnmm82201l;https://www.vivoscuola.it/content/view/full/29492;https://it.wikipedia.org/wiki/Cembra_Lisignago;https://www.vivoscuola.it/content/view/full/29499
scuola secondaria di primo grado stedro segonzano;frazione scancio, 69 38047;segonzano;0461683006;ic.cembra@pec.provincia.tn.it;tnmm82202n;https://www.vivoscuola.it/content/view/full/29492;https://it.wikipedia.org/wiki/Segonzano;https://www.vivoscuola.it/content/view/full/29500
scuola secondaria di primo grado verla giovo;via al grec, 2 38030;giovo;0461683006;ic.cembra@pec.provincia.tn.it;tnmm82203p;https://www.vivoscuola.it/content/view/full/29492;https://it.wikipedia.org/wiki/Giovo;https://www.vivoscuola.it/content/view/full/29501
"scuola primaria ""c. corradi"" novaledo";piazza municipio, 5 38050;novaledo;0461764581;ic.centrovalsugana@pec.provincia.tn.it;tnee813064;https://www.vivoscuola.it/content/view/full/29502;https://it.wikipedia.org/wiki/Novaledo;https://www.vivoscuola.it/content/view/full/29503
"scuola primaria ""p. martinelli"" roncegno terme";via baldessari, 15 38050;roncegno terme;0461764581;ic.centrovalsugana@pec.provincia.tn.it;tnee813075;https://www.vivoscuola.it/content/view/full/29502;https://it.wikipedia.org/wiki/Roncegno_Terme;https://www.vivoscuola.it/content/view/full/29504
"scuola primaria ""t. v. gozzer"" castelnuovo";piazza municipio, 4 38050;castelnuovo;0461764581;ic.centrovalsugana@pec.provincia.tn.it;tnee81301v;https://www.vivoscuola.it/content/view/full/29502;https://it.wikipedia.org/wiki/Castelnuovo_(Trentino-Alto_Adige);https://www.vivoscuola.it/content/view/full/29505
scuola primaria marter;via della chiesa, 14 38050;roncegno terme;0461764581;ic.centrovalsugana@pec.provincia.tn.it;tnee813086;https://www.vivoscuola.it/content/view/full/29502;https://it.wikipedia.org/wiki/Roncegno_Terme;https://www.vivoscuola.it/content/view/full/29506
scuola primaria ronchi valsugana;via marchi, 14 38050;ronchi valsugana;0461764581;ic.centrovalsugana@pec.provincia.tn.it;tnee813109;https://www.vivoscuola.it/content/view/full/29502;https://it.wikipedia.org/wiki/Ronchi_Valsugana;https://www.vivoscuola.it/content/view/full/65578
scuola primaria telve;via giusti, 5 38050;telve;0461764581;ic.centrovalsugana@pec.provincia.tn.it;tnee81302x;https://www.vivoscuola.it/content/view/full/29502;https://it.wikipedia.org/wiki/Telve;https://www.vivoscuola.it/content/view/full/29507
scuola primaria telve di sopra;via delle scuole, 19 38050;telve di sopra;0461764581;ic.centrovalsugana@pec.provincia.tn.it;tnee813031;https://www.vivoscuola.it/content/view/full/29502;https://it.wikipedia.org/wiki/Telve_di_Sopra;https://www.vivoscuola.it/content/view/full/29508
"scuola secondaria di primo grado ""don l. milani"" telve";via borgo, 2/a 38050;telve;0461764581;ic.centrovalsugana@pec.provincia.tn.it;tnmm81301t;https://www.vivoscuola.it/content/view/full/29502;https://it.wikipedia.org/wiki/Telve;https://www.vivoscuola.it/content/view/full/29509
"scuola secondaria di primo grado ""m. pola"" roncegno terme";via don meggio, 2/a 38050;roncegno terme;0461764581;ic.centrovalsugana@pec.provincia.tn.it;tnmm81302v;https://www.vivoscuola.it/content/view/full/29502;https://it.wikipedia.org/wiki/Roncegno_Terme;https://www.vivoscuola.it/content/view/full/29510
"scuola primaria ""a. girardi"" fornace";via dei mori, 2 38040;fornace;0461858485;ic.civezzano@pec.provincia.tn.it;tnee817038;https://www.vivoscuola.it/content/view/full/29511;https://it.wikipedia.org/wiki/Fornace_(Italia);https://www.vivoscuola.it/content/view/full/29512
"scuola primaria ""g. b. borsieri"" civezzano";via telvana, 6 38045;civezzano;0461858485;ic.civezzano@pec.provincia.tn.it;tnee817016;https://www.vivoscuola.it/content/view/full/29511;https://it.wikipedia.org/wiki/Civezzano;https://www.vivoscuola.it/content/view/full/29513
scuola primaria albiano;via manzoni, 4 38041;albiano;0461858485;ic.civezzano@pec.provincia.tn.it;tnee817049;https://www.vivoscuola.it/content/view/full/29511;https://it.wikipedia.org/wiki/Albiano_(Trentino-Alto_Adige);https://www.vivoscuola.it/content/view/full/29514
scuola primaria seregnano civezzano;frazione cogatti,   38045;civezzano;0461858485;ic.civezzano@pec.provincia.tn.it;tnee817027;https://www.vivoscuola.it/content/view/full/29511;https://it.wikipedia.org/wiki/Civezzano;https://www.vivoscuola.it/content/view/full/29515
"scuola secondaria di primo grado ""g. alessandrini"" civezzano";via murialdo, 27 38045;civezzano;0461858485;ic.civezzano@pec.provincia.tn.it;tnmm817015;https://www.vivoscuola.it/content/view/full/29511;https://it.wikipedia.org/wiki/Civezzano;https://www.vivoscuola.it/content/view/full/29516
scuola secondaria di primo grado albiano;via manzoni, 10 38041;albiano;0461858485;ic.civezzano@pec.provincia.tn.it;tnmm817026;https://www.vivoscuola.it/content/view/full/29511;https://it.wikipedia.org/wiki/Albiano_(Trentino-Alto_Adige);https://www.vivoscuola.it/content/view/full/29517
"scuola primaria ""chiara lubich"" livo";frazione livo,  92 38020;livo;0463421457;ic.cles@pec.provincia.tn.it;tnee83102d;https://www.vivoscuola.it/content/view/full/29518;https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige);https://www.vivoscuola.it/content/view/full/29521
"scuola primaria ""o.focherini m.marchesi"" mione rumo";via di ronco - mione, 17 38020;rumo;0463421457;ic.cles@pec.provincia.tn.it;tnee83103e;https://www.vivoscuola.it/content/view/full/29518;https://it.wikipedia.org/wiki/Rumo;https://www.vivoscuola.it/content/view/full/29519
scuola primaria cles;via dei campi neri, 1 38023;cles;0463421457;ic.cles@pec.provincia.tn.it;tnee83101c;https://www.vivoscuola.it/content/view/full/29518;https://it.wikipedia.org/wiki/Cles;https://www.vivoscuola.it/content/view/full/29520
"scuola secondaria di primo grado ""v. inama"" cles";via chini, 31 38023;cles;0463421457;ic.cles@pec.provincia.tn.it;tnmm83101b;https://www.vivoscuola.it/content/view/full/29518;https://it.wikipedia.org/wiki/Cles;https://www.vivoscuola.it/content/view/full/29522
"scuola primaria ""g. papaleoni"" condino";via la marmora - condino, 13 38083;borgo chiese;0465686039;ic.chiese-storo@pec.provincia.tn.it;tnee838039;https://www.vivoscuola.it/content/view/full/29523;https://it.wikipedia.org/wiki/Borgo_Chiese;https://www.vivoscuola.it/content/view/full/29524
"scuola primaria ""padre c. gnesotti"" storo";via papaleoni, 5 38089;storo;0465686039;ic.chiese-storo@pec.provincia.tn.it;tnee83804a;https://www.vivoscuola.it/content/view/full/29523;https://it.wikipedia.org/wiki/Storo;https://www.vivoscuola.it/content/view/full/29525
scuola primaria pieve di bono - creto;via fiera - creto - pieve di bono, 1 38085;pieve di bono-prezzo;0465674049;ic.chiese-storo@pec.provincia.tn.it;tnee83808e;https://www.vivoscuola.it/content/view/full/29523;https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo;https://www.vivoscuola.it/content/view/full/29526
scuola primaria storo - lodrone;via xxiv maggio, 115 38089;storo;0465686039;ic.chiese-storo@pec.provincia.tn.it;tnee83806c;https://www.vivoscuola.it/content/view/full/29523;https://it.wikipedia.org/wiki/Storo;https://www.vivoscuola.it/content/view/full/29527
"scuola secondaria di primo grado ""g. leopardi"" storo";via papaleoni, 5 38089;storo;0465686039;ic.chiese-storo@pec.provincia.tn.it;tnmm838016;https://www.vivoscuola.it/content/view/full/29523;https://it.wikipedia.org/wiki/Storo;https://www.vivoscuola.it/content/view/full/29528
"scuola secondaria di primo grado ""g. pascoli"" pieve di bono";via fiera - creto - pieve di bono, 1 38085;pieve di bono-prezzo;0465674049;ic.chiese-storo@pec.provincia.tn.it;tnmm838027;https://www.vivoscuola.it/content/view/full/29523;https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo;https://www.vivoscuola.it/content/view/full/29529
istituto tecnico per il settore economico;via delle fonti - transacqua, 10 38054;primiero san martino di castrozza;043962435;ic.primiero@pec.provincia.tn.it;tntd170007;https://www.vivoscuola.it/content/view/full/29530;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;https://www.vivoscuola.it/content/view/full/29531
istituto tecnico per il settore tecnologico;via delle fonti - transacqua, 10 38054;primiero san martino di castrozza;043962435;ic.primiero@pec.provincia.tn.it;tntd170007;https://www.vivoscuola.it/content/view/full/29530;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;https://www.vivoscuola.it/content/view/full/29532
liceo scientifico opzione scienze applicate;via delle fonti - transacqua, 10 38054;primiero san martino di castrozza;043962435;ic.primiero@pec.provincia.tn.it;tnps100005;https://www.vivoscuola.it/content/view/full/29530;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;https://www.vivoscuola.it/content/view/full/29534
"scuola primaria ""b. zanetel"" s.martino di castrozza";via laghetto - san martino di castrozza, 28 38054;primiero san martino di castrozza;043962435;ic.primiero@pec.provincia.tn.it;tnee81006l;https://www.vivoscuola.it/content/view/full/29530;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;https://www.vivoscuola.it/content/view/full/29535
"scuola primaria ""card. j. bernardin"" tonadico";via sorelle lucian - tonadico, 8 38054;primiero san martino di castrozza;043962435;ic.primiero@pec.provincia.tn.it;tnee81007n;https://www.vivoscuola.it/content/view/full/29530;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;https://www.vivoscuola.it/content/view/full/29536
"scuola primaria ""f. loss"" canal san bovo";localita lausen, 14 38050;canal san bovo;043962435;ic.primiero@pec.provincia.tn.it;tnee81001b;https://www.vivoscuola.it/content/view/full/29530;https://it.wikipedia.org/wiki/Canal_San_Bovo;https://www.vivoscuola.it/content/view/full/29537
scuola primaria mezzano;via iv novembre, 13 38050;mezzano;043962435;ic.primiero@pec.provincia.tn.it;tnee81003d;https://www.vivoscuola.it/content/view/full/29530;https://it.wikipedia.org/wiki/Mezzano_(comune);https://www.vivoscuola.it/content/view/full/29538
"scuola secondaria di primo grado ""l. negrelli""  - fiera di primiero";viale monte grappa - fiera di primiero, 12 38054;primiero san martino di castrozza;043962435;ic.primiero@pec.provincia.tn.it;tnmm81002b;https://www.vivoscuola.it/content/view/full/29530;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;https://www.vivoscuola.it/content/view/full/29539
